I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE
8382,,2009,5,24,16,17,50.8,0,5.3,5.3,,5.2,5.5,,,,MACEDONIA,,BALKANS NW:  MACEDONIA,41.303,22.714
8297,Tsu,2009,5,28,8,24,45,10,7.3,7.3,7.2,6.7,,,,,HONDURAS,,HONDURAS:  NORTHERN; BELIZE,16.72,-86.236
8384,,2009,5,29,6,20,14.6,13,5.7,5.7,5.5,5.5,,,,,VANUATU,,VANUATU ISLANDS:  TONGOA,-17.026,168.329
8385,,2009,6,2,2,17,3.5,15,6.3,6.3,6.2,5.7,,,,,VANUATU,,VANUATU ISLANDS:  TONGOA,-17.757,167.949
8383,,2009,6,13,17,17,38.2,15,5.4,5.4,5.1,5.8,,,,,KAZAKHSTAN,,KAZAKHSTAN:  TEKELI,44.724,78.864
8388,,2009,7,4,6,49,35.5,38,6,6,5.5,6,,,,5,PANAMA,,PANAMA: PANAMA CITY,9.59,-78.966
8389,,2009,7,9,11,19,16.2,7,5.7,5.7,5.6,5.5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,25.632,101.095
8357,Tsu,2009,7,15,9,22,29,12,7.8,7.8,7.7,6.5,7.3,,,,NEW ZEALAND,,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562
8390,,2009,7,24,3,11,56.8,13,5.8,5.8,5.4,5.7,,,,,CHINA,,CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN,31.158,85.902
8378,Tsu,2009,8,10,19,55,35.6,5,7.5,7.5,7.6,6.9,,,,,INDIA,,INDIA:  ANDAMAN I,14.099,92.888
8377,Tsu,2009,8,10,20,7,9.1,40,6.4,6.4,,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  S COAST,34.743,138.264
8472,Tsu,2009,8,16,7,38,21.7,20,6.7,6.7,6.7,6.5,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-1.479,99.49
8512,,2009,8,28,1,52,6.6,13,6.2,6.2,6.2,6.2,,,,,CHINA,,CHINA:  QINGHAI PROVINCE,37.696,95.718
8513,,2009,8,30,19,27,48.8,82,5.2,,,5.2,,,,,MYANMAR (BURMA),,MYANMAR (BURMA);  INDIA:  SIBSAGAR,25.28,95.101
8386,,2009,9,2,7,55,1,46,7,7,7,6.8,,,,,INDONESIA,,INDONESIA:  JAVA,-7.782,107.297
8532,,2009,9,6,22,41,37.3,15,6,6,5.8,5.7,,,,,GEORGIA,,GEORGIA:  NORTHWESTERN,42.66,43.443
8387,,2009,9,12,20,6,24.6,10,6.3,6.3,6.4,6.3,,,,,VENEZUELA,,VENEZUELA:  CARABOBO,10.705,-67.92
8533,,2009,9,18,11,53,48,10,5.7,5.7,5.2,5.4,,,,,PHILIPPINES,,"PHILIPPINES:  COTABATO, SULTAN KUDARAT",6.513,124.715
8534,,2009,9,18,23,6,57.7,79,5.7,5.7,,6,,,,,INDONESIA,,INDONESIA:  BALI:  DENPASAR,-9.138,115.593
8392,,2009,9,21,8,53,5.9,14,6.1,6.1,6.1,6.1,,,,,BHUTAN,,BHUTAN:  TASHIGANG,27.332,91.437
8408,Tsu,2009,9,29,17,48,10.9,18,8.1,8.1,8.1,7.1,,,,,SAMOA,,SAMOA ISLANDS,-15.489,-172.095
8409,Tsu,2009,9,30,10,16,9.2,81,7.5,7.5,,7.1,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867
8552,,2009,10,1,1,52,27.3,10,6.6,6.6,6.7,5.9,,,,,INDONESIA,,INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI,-2.515,101.501
8410,Tsu,2009,10,7,22,3,14.4,45,7.6,7.6,7.3,6.4,,,,,VANUATU,,VANUATU ISLANDS,-13.006,166.51
8572,,2009,10,7,22,18,51.2,35,7.8,7.8,7.9,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.517,166.382
8573,,2009,10,9,18,11,39.9,35,5.4,,,5.4,,,,,ECUADOR,,ECUADOR:  TENA,-0.962,-77.817
8574,,2009,10,22,19,51,27.5,18,6.1,6.1,,6.1,,,,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36.517,70.95
8772,,2009,10,29,17,0,38.6,26,5.3,,,5.3,,,,,BHUTAN,,"BHUTAN:  MONGAR, PEMAGATSEL, TASHIGANG",27.262,91.417
8430,,2009,11,3,23,26,52,14,5.1,,,5.1,4.9,,,,IRAN,,IRAN:  BANDAR ABBAS,27.334,56.202
8451,,2009,11,8,19,41,43.3,18,6.6,6.6,6.5,6.3,,,,,INDONESIA,,INDONESIA:  SUMABAWA:  BIMA,-8.207,118.631
8592,,2009,11,27,8,15,53.3,7,5.4,5.4,5,5.4,,,,,VENEZUELA,,VENEZUELA:  SIQUISIQUE,10.434,-69.715
8793,,2009,12,8,3,8,57.2,8,5.9,5.9,5.9,5.9,,,,,MALAWI,,MALAWI:  KARONGA,-9.948,33.878
8794,,2009,12,12,11,51,25.7,10,5.1,,,5.1,,,,,INDIA,,INDIA:  MAHARASHTRA:  SATARA,17.109,73.767
8652,,2009,12,19,13,2,17,57,6.4,6.4,,6.2,,,,,TAIWAN,,TAIWAN:  HUALIEN,23.796,121.605
8632,,2009,12,19,23,19,15.5,6,6,6,6,6,,,,,MALAWI,,MALAWI:  KARONGA,-10.108,33.818
8812,,2009,12,30,18,48,57.7,9,5.9,5.9,5.7,5.7,,,,,MEXICO,,MEXICO:  MEXICALI,32.437,-115.165
8813,,2009,12,31,9,57,29.7,10,5.2,,5.2,5.5,,,,,BHUTAN,,BHUTAN:  DAMETSI,27.319,91.51
8693,,2010,1,2,2,15,12,47,5.1,,5.1,5.4,,,,,TAJIKISTAN,,TAJIKISTAN,38.245,71.467
8672,Tsu,2010,1,3,21,48,5.3,26,6.6,6.6,6.4,6,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.743,157.477
8673,Tsu,2010,1,3,22,36,27.9,25,7.1,7.1,7.1,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.799,157.346
8692,Tsu,2010,1,5,12,15,32.2,15,6.8,6.8,6.7,6.2,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.019,157.551
8992,,2010,1,10,0,25,4.2,65,5.1,,,5.1,,,,,INDONESIA,,INDONESIA:  JAVA:  GARUT,-7.907,107.879
8712,,2010,1,10,0,27,39.3,29,6.5,6.5,6.3,6.5,,,,,USA,CA,CALIFORNIA:  OFF COAST NORTHERN,40.652,-124.692
8732,Tsu,2010,1,12,21,53,10,13,7,7,7.3,6.8,,,,,HAITI,,HAITI:  PORT-AU-PRINCE,18.457,-72.533
8993,,2010,1,15,18,0,46.7,8,5.5,5.5,5.2,5.4,,,,,VENEZUELA,,VENEZUELA:  CARIACO,10.454,-63.475
8994,,2010,1,16,20,23,37,5,5,,,5,,,,,IRAN,,IRAN:  KHUZESTAN:  ARRJAN,32.45,48.3
9032,Tsu,2010,2,26,20,31,26.9,25,7,7,7,6,,,,,JAPAN,,"JAPAN:  TORI SHIMA, OKINAWA",25.93,128.425
8872,Tsu,2010,2,27,6,34,11.5,23,8.8,8.8,8.5,7.2,,,,9,CHILE,,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898
9053,,2010,2,27,15,45,37,10,6.3,,,6.3,,,,,ARGENTINA,,ARGENTINA:  SALTA,-24.872,-65.602
9152,,2010,3,4,0,18,51.2,21,6.3,6.3,6.2,6.2,,,,,TAIWAN,,TAIWAN:  KAO-HSIUNG,22.918,120.795
8892,,2010,3,8,2,32,34.7,12,6.1,6.1,6,5.9,,,,,TURKEY,,"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI",38.864,39.986
8912,Tsu,2010,3,11,14,39,43.9,11,6.9,6.9,7,6.7,,,,,CHILE,,CHILE:  RANCAGUA,-34.29,-71.891
9372,,2010,3,30,16,54,46.7,34,6.7,6.7,6.3,6.5,,,,,INDIA,,INDIA: ANDAMAN ISLANDS:  DIGLIPUR,13.667,92.831
8932,,2010,4,4,22,40,43.1,4,7.2,7.2,7.3,6.4,,,,,MEXICO,,MEXICO:  BAJA CALIFORNIA,32.297,-115.278
8973,Tsu,2010,4,6,22,15,1.5,31,7.8,7.8,7.9,7,,,,,INDONESIA,,INDONESIA:  SUMATRA,2.383,97.048
8972,,2010,4,13,23,49,38.3,17,6.9,6.9,7,6.5,,,,,CHINA,,CHINA:  QINGHAI PROVINCE:  YUSHU,33.165,96.548
9012,,2010,4,18,20,28,50.2,13,5.6,5.6,5.4,5.7,,,,,AFGHANISTAN,,AFGHANISTAN:  SAMANGAN PROVINCE,35.633,67.658
9033,,2010,4,20,0,17,8,0,5.2,,,5.2,5,,,,AUSTRALIA,,AUSTRALIA:  KALGOORLIE,-30.794,121.406
9513,,2010,5,6,2,42,47.9,37,6.2,6.2,5.9,6.7,,,,,PERU,,PERU:  TACNA,-18.058,-70.547
9092,,2010,5,9,5,59,41.6,38,7.2,7.2,7.3,6.6,,,,,INDONESIA,,INDONESIA:  N. SUMATRA: SIMEULUE ISLAND,3.748,96.018
9132,,2010,5,14,12,29,22.3,2,5.2,,,5.2,5.2,,,,ALGERIA,,ALGERIA:  NORTHERN:  BENI YELLMAN,35.9,4.12
9514,,2010,5,16,5,16,10,113,5.8,5.8,,5.4,,,,,USA TERRITORY,PR,"PUERTO RICO:  LARES, VEGA BAJA",18.4,-67.07
9252,Tsu,2010,6,12,19,26,50.4,35,7.5,7.5,7.5,7,,,,6,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936
9764,,2010,6,15,4,26,58.4,5,5.8,5.8,5.7,5.6,,,,,USA,,CALIFORNIA:  OCOTILLO,32.7,-115.921
9292,,2010,6,16,3,16,27.5,18,7,7,7.1,6.7,,,,6,INDONESIA,,INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN,-2.174,136.543
9765,,2010,6,18,23,9,31,20,5.9,5.9,5.9,6.1,,,,,INDIA,,INDIA:  ANDAMAN ISLANDS:  DIGLIPUR,13.197,93.087
9766,,2010,6,22,23,14,10.8,16,5.2,,,5.2,5.2,,,,INDIA,,INDIA:  TAULI,29.872,80.428
9373,,2010,6,23,17,41,41,22,5.2,5.2,,5.5,,,,6,CANADA,,"CANADA:  QUEBEC:  VAL-DES-BOIS, GRACEFIELD",45.88,-75.48
9767,,2010,6,30,7,22,27.6,20,6.2,6.2,6,5.9,,,,,MEXICO,,MEXICO:  SAN ANDRES HUAXPALTEPEC,16.396,-97.782
9412,,2010,7,20,19,38,9.5,10,5.8,5.8,,5.6,,,,,IRAN,,IRAN:  FARSINAJ,27.022,53.861
9432,,2010,7,23,22,51,12.4,586,7.6,7.6,,6.9,,,,4,PHILIPPINES,,PHILIPPINES:  CELEBES SEA:  MORO GULF,6.486,123.467
9769,,2010,7,30,13,50,13.2,24,5.4,5.4,,5.5,5.8,,,,IRAN,,IRAN:  TORBET-I-HEYDARIYEH,35.217,59.308
9452,Tsu,2010,8,10,5,23,44.9,25,7.2,7.2,7.3,6.4,,,,7,VANUATU,,VANUATU ISLANDS,-17.541,168.069
9770,,2010,8,12,11,54,15.5,207,7.1,7.1,,6.4,,,,,ECUADOR,,"ECUADOR:  MANTA, GUAYAQUIL, LOJA",-1.266,-77.306
9612,Tsu,2010,8,13,21,19,33,10,6.9,6.9,6.9,6.5,,,,,USA TERRITORY,GU,"GUAM, NORTHERN MARIANA ISLANDS",12.484,141.476
9472,,2010,8,27,19,23,49.5,7,5.7,5.7,5.5,5.6,,,,,IRAN,,IRAN:  DAMGHAN-TORUD,35.49,54.47
9492,,2010,9,3,16,35,47.7,12,7,7,7.3,6.4,,,,9,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,-43.522,171.83
9772,,2010,9,6,11,24,1.5,9,5,,,5,5.3,,,5,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.57,172.388
9773,,2010,9,6,22,48,33.2,21,5.1,,,5.1,5.2,,,6,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433,176.818
9774,,2010,9,7,19,49,57.4,6,5,,,5,4.7,,,7,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.598,172.69
9552,,2010,9,27,11,22,46,27,5.8,5.8,5.6,5.9,6,,,,IRAN,,IRAN:  SHIRAZ,29.647,51.665
9777,,2010,10,10,21,44,25.9,33,5.2,,,5.2,,,,,PAKISTAN,,"PAKISTAN:  KHANPUR, HARIPUR",33.869,72.887
9592,Tsu,2010,10,25,14,42,22,20,7.8,7.8,7.3,6.5,,,,,INDONESIA,,INDONESIA:  SUMATRA,-3.487,100.082
9632,,2010,11,3,0,56,55,1,5.5,5.5,5.2,5.3,,,,6,SERBIA AND MONTENEGRO,,BALKANS NW: SERBIA:  KRALJEVO,43.76,20.673
9827,,2010,12,16,12,14,24.5,10,5.1,,,5.1,,,,,ETHIOPIA,,"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA",7.521,37.839
9760,,2010,12,20,18,41,59.2,12,6.5,6.5,6.7,6.7,,,,,IRAN,,IRAN:  KERMAN,28.412,59.18
9759,Tsu,2010,12,21,17,19,40.6,14,7.4,7.4,7.5,7,,,,,JAPAN,,JAPAN:  BONIN ISLANDS,26.901,143.698
9761,Tsu,2010,12,25,13,16,37,16,7.3,7.3,7.4,6.8,,,,,VANUATU,,VANUATU ISLANDS,-19.702,167.947
9811,Tsu,2011,1,9,10,3,44.2,24,6.5,6.5,6.4,6.1,,,,,VANUATU,,VANUATU ISLANDS,-19.157,168.311
9763,,2011,1,18,20,23,23.4,68,7.2,7.2,,6.7,,,,,PAKISTAN,,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",28.777,63.951
9831,,2011,2,4,13,53,46.2,85,6.3,6.3,,6.4,,,,,MYANMAR (BURMA),,MYANMAR (BURMA):  MONYWA,24.618,94.68
9776,Tsu,2011,2,11,20,5,30.7,28,6.8,6.8,,6,,,,,CHILE,,CHILE:  OFF COAST CENTRAL,-36.474,-73.125
9779,,2011,2,21,23,51,42.3,6,6.1,6.1,6.3,6.1,6.3,,,,NEW ZEALAND,,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.583,172.68
9835,,2011,3,3,15,12,1.4,50,5.5,5.5,,5.4,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,9.457,125.935
9797,Tsu,2011,3,9,2,45,20.3,32,7.5,7.5,7.3,6.4,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.435,142.842
9836,,2011,3,10,4,58,16,26,5.5,5.5,5.3,5.4,5.4,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.719,97.969
9799,Tsu,2011,3,11,5,46,24.1,30,9,9,8.3,7.2,,,,,JAPAN,,JAPAN:  HONSHU,38.297,142.372
9805,,2011,3,11,6,15,40.2,43,7.9,7.9,,6.8,,,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,36.281,141.111
9806,,2011,3,11,6,25,50.3,19,7.6,7.6,,7.1,,,,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59
9801,,2011,3,24,13,55,12,8,6.8,6.8,7.1,6.3,7.2,,,,MYANMAR (BURMA),,MYANMAR:  TACHILEK,20.687,99.822
9848,,2011,4,4,11,31,43,26,5.4,5.4,5.1,5.6,,,,,NEPAL,,"NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH",29.698,80.754
9804,Tsu,2011,4,7,14,32,43.2,42,7.1,7.1,7,6.9,,,,,JAPAN,,JAPAN: NEAR E COAST HONSHU,38.276,141.588
9847,,2011,4,10,9,2,47.3,43,5.1,,,5.1,,,,,CHINA,,CHINA:  SICHUAN PROVINCE:  LUHUO,31.373,100.757
9841,,2011,4,11,8,16,12.7,11,6.6,6.6,6.5,6.4,,,,,JAPAN,,JAPAN:  HONSHU,37.001,140.401
9864,,2011,4,24,23,7,51.4,8,6.1,6.1,5.8,5.7,,,,,INDONESIA,,INDONESIA:   SULAWESI:  KENDARI,-4.586,122.771
9821,,2011,5,11,16,47,25.7,1,5.1,5.1,,5.3,,,,,SPAIN,,SPAIN:  LORCA,37.699,-1.672
9857,,2011,6,8,1,53,26,21,5.3,,,5.3,,,,,CHINA,,CHINA:  XINJIANG PROVINCE:  DABANCHENG,43.015,88.247
9858,,2011,6,13,2,20,49.3,6,6,6,6,6,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.564,172.743
9859,,2011,6,20,10,16,55.2,39,5.3,,,5.3,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.075,98.721
9824,Tsu,2011,6,24,3,9,39.4,52,7.3,7.3,,6.9,6.7,,,,USA,,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.05,-171.836
9860,,2011,6,26,7,48,16.7,29,5.3,,,5.3,,,,,CHINA,,CHINA:  QINGHAI PROVINCE,32.447,95.948
9822,Tsu,2011,7,6,19,3,18.2,17,7.6,7.6,7.8,7,,,,,KERMADEC ISLANDS (NEW ZEALAND),,NEW ZEALAND: KERMADEC ISLANDS,-29.539,-176.34
9823,Tsu,2011,7,10,0,57,10.8,23,7,7,7,6.6,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.034,143.264
9829,,2011,7,19,19,35,43.4,20,6.1,6.1,6.2,6.1,,,,,UZBEKISTAN,,"UZBEKISTAN:  FARGONA, VIOLYATI",40.081,71.41
9862,,2011,8,9,11,50,22.2,40,5,,,5,,,,,CHINA,,CHINA: YUNNAN PROVINCE: BAOSHAN,24.932,98.73
9872,,2011,8,11,10,6,29.3,10,5.7,5.7,5.3,5.3,,,,,CHINA,,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",39.955,77.028
9838,Tsu,2011,8,20,16,55,2.8,32,7.1,7.1,7.1,6.2,,,,,VANUATU,,VANUATU ISLANDS,-18.365,168.143
9837,Tsu,2011,8,20,18,19,23.5,28,7,7,7.1,6.4,,,,,VANUATU,,VANUATU ISLANDS,-18.311,168.218
9873,,2011,8,23,5,46,18.2,4,5.4,5.4,,5,,,,7,USA,CO,COLORADO:  SEGUNDO,37.063,-104.701
9861,,2011,8,23,17,51,4.5,6,5.8,5.8,5.6,5.9,,,,7,USA,VA,"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",37.936,-77.933
9839,Tsu,2011,9,2,10,55,53.5,32,6.8,6.8,6.9,6.5,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.171,-171.708
9840,,2011,9,5,17,55,11.2,91,6.7,6.7,,6.6,,,,,INDONESIA,,INDONESIA:  SUMATRA,2.965,97.893
9842,,2011,9,18,12,40,51.8,50,6.9,6.9,6.7,6.6,,,,,INDIA,,INDIA:  SIKKIM,27.73,88.155
9843,,2011,9,19,18,33,55.8,9,5.6,5.6,5.3,5.1,,,,,GUATEMALA,,GUATEMALA:  CUILAPA SANTA ROSA,14.186,-90.238
9875,,2011,10,20,17,18,34.1,10,5,,,5,,,,,INDIA,,INDIA:  GUJARAT,21.211,70.533
9846,Tsu,2011,10,21,17,57,16.1,33,7.4,7.4,7.5,6.4,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.993,-176.238
9845,,2011,10,23,10,41,22.9,16,7.1,7.1,7.3,6.9,,,,,TURKEY,,"TURKEY:  ERCIS, VAN",38.722,43.513
9886,,2011,10,28,18,54,34,24,6.9,6.9,6.9,6.5,,,,,PERU,,PERU:  SAN VICENTE DE CANETE,-14.438,-75.966
9849,,2011,11,1,0,21,28,28,5.6,5.6,5.4,6,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,43.648,82.437
9850,,2011,11,6,3,53,10,5,5.7,5.7,5.6,5.2,,,,8,USA,,OKLAHOMA:  SPARKS,35.532,-96.765
9851,,2011,11,7,9,43,15.9,46,5,5,,5,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,7.904,125.185
9889,,2011,11,8,2,46,57,5,5,5,,4.7,,,,,USA,,"OKLAHOMA:  SPARKS, PRAGUE",35.531,-96.788
9852,,2011,11,9,19,23,33.2,5,5.7,5.7,5.6,5.6,,,,,TURKEY,,TURKEY:  VAN,38.429,43.229
9890,,2011,11,21,3,15,42.2,114,5.8,5.8,,5.9,,,,,INDIA,,INDIA:  ASSAM,24.955,95.236
9863,,2011,11,24,21,13,15.6,43,5.1,,,5.1,,,,,EL SALVADOR,,EL SALVADOR-GUATEMALA,13.297,-87.898
9891,,2011,12,1,12,48,17.7,32,5.3,,,5.3,5.6,,,,CHINA,,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",38.31,76.888
9854,,2011,12,3,6,19,10.4,56,5.3,,,5.3,5.7,,,,NEW ZEALAND,,NEW ZEALAND:  COOK STRAIT,-41.364,174.315
9853,,2011,12,11,1,47,25.9,54,6.4,6.4,,6.2,,,,,MEXICO,,MEXICO:  GUERRERO,17.844,-99.963
9855,,2011,12,23,0,58,38.3,10,5.8,5.8,5.6,5.7,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.49,172.8
9856,,2011,12,27,15,21,56.8,15,6.7,6.7,6.7,6.1,,,,,RUSSIA,,RUSSIA:  KYZYL,51.842,95.911
9866,,2012,1,19,12,35,51.3,8,5.3,5.3,,5.6,,,,,IRAN,,IRAN:  KHORASAN-E-RAZAVI,36.288,58.835
9867,,2012,1,30,5,11,0.9,43,6.4,6.4,5.9,6.3,,,,,PERU,,PERU:  ICA,-14.168,-75.635
9871,Tsu,2012,2,2,13,34,40.6,23,7,7,6.9,6.5,,,,,VANUATU,,VANUATU ISLANDS,-17.827,167.133
9870,,2012,2,6,3,49,12.5,11,6.7,6.7,6.6,6.3,,,,,PHILIPPINES,,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,9.999,123.206
9904,,2012,2,26,2,35,0.5,28,5.9,5.9,5.7,5.9,,,,,TAIWAN,,TAIWAN:  PINGTUNG,22.661,120.891
9903,,2012,2,27,18,48,55.3,10,5.2,,,5.2,5.2,,,,IRAN,,IRAN:  RAVAR,31.428,56.778
9905,,2012,3,5,23,6,30.8,37,5.6,5.6,2.1,5.2,,,,,PHILIPPINES,,PHILIPPINES:  MASBATE ISLAND,12.354,123.7
9878,Tsu,2012,3,14,9,8,35.1,12,6.9,6.9,6.9,6.7,,,,,JAPAN,,JAPAN:  HOKKAIDO,40.887,144.944
9877,,2012,3,16,7,58,2.5,18,5.8,5.8,5.3,5.8,,,,,PHILIPPINES,,PHILIPPINES:  SURIGAO,10.037,125.633
9876,Tsu,2012,3,20,18,2,47.4,20,7.4,7.4,7.6,6.6,,,,8,MEXICO,,"MEXICO:  GUERRERO, OAXACA",16.493,-98.231
9920,,2012,3,25,22,37,6,41,7.2,7.2,7,6.5,,,,,CHILE,,"CHILE:  PARRAL, SANTIAGO",-35.2,-72.217
9879,Tsu,2012,4,11,8,38,36.7,20,8.6,8.6,8.5,7.4,,,,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063
9880,Tsu,2012,4,11,10,43,10.8,25,8.2,8.2,,7.2,,,,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463
9885,Tsu,2012,4,14,22,5,26.4,11,6.3,6.3,6.2,6,,,,,VANUATU,,VANUATU ISLANDS,-18.972,168.741
9884,,2012,4,17,3,50,15.6,29,6.7,6.7,6.2,6.2,,,,,CHILE,,CHILE:  VALPARAISO,-32.625,-71.365
9893,,2012,5,3,10,9,35.6,10,5.4,5.4,,5.6,,,,,IRAN,,"IRAN:  MOURMOURI, ABDANAN, DEHLORAN",32.747,47.726
9894,,2012,5,7,4,40,27.7,11,5.7,5.7,5.7,5.7,,,,,AZERBAIJAN,,AZERBAIJAN:  ZAGATALA,41.549,46.789
9930,,2012,5,11,12,41,35.3,43,5.4,5.4,,5.2,,,,,INDIA,,"INDIA:  ASSAM:  KAMRUP, GUWAHATI",26.175,92.889
9931,,2012,5,12,23,48,43.5,10,5.7,5.7,5.7,6,,,,,TAJIKISTAN,,TAJIKISTAN,38.612,70.354
9932,,2012,5,14,10,0,40.2,10,6.3,6.3,,6.4,,,,,CHILE,,CHILE:  ARICA; PERU:  TACNA,-17.678,-69.591
9902,,2012,5,20,2,3,52,6,6.1,6.1,6,5.8,,,,,ITALY,,ITALY:  EMILIA ROMAGNA:  MIRANDOLA,44.89,11.23
9948,,2012,5,20,13,18,2,5,5.1,5.1,,5.1,,,,,ITALY,,ITALY:  SANT'AGOSTINO,44.831,11.49
9906,,2012,5,22,0,0,32.7,10,5.6,5.6,5.3,5.7,,,,7,BULGARIA,,BULGARIA: PERNIK,42.645,22.968
9901,,2012,5,29,7,0,3,10,5.9,5.9,5.8,5.9,,,,,ITALY,,"ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO",44.851,11.086
9909,,2012,6,4,11,18,13.4,50,5.8,5.8,5.2,5.9,,,,,INDONESIA,,INDONESIA:  JAVA,-7.692,106.371
9921,,2012,6,10,12,44,16.5,35,6.1,6.1,5.9,5.8,,,,,TURKEY,,TURKEY:  FETHIYE; GREECE:  RHODES,36.42,28.88
9922,,2012,6,11,5,29,11.5,16,5.8,5.8,5.6,5.6,,,,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36.023,69.351
9949,,2012,6,14,5,52,53.6,5,5.3,,,5.3,5.5,,,,TURKEY,,TURKEY:  SIRNAK,37.294,42.325
9919,,2012,6,24,7,59,34.8,10,5.5,5.5,5.3,5.5,,,,,CHINA,,CHINA:  YUNNAN AND SICHUAN PROVINCES,27.767,100.781
9924,,2012,6,29,21,7,33.8,18,6.3,6.3,6.4,6.2,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,43.433,84.7
9951,,2012,7,25,0,27,45.2,22,6.5,6.5,6.5,5.9,,,,,INDONESIA,,INDONESIA: BANDA ACEH,2.707,96.045
9926,,2012,7,25,11,20,27,20,6.4,6.4,6.5,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS: GUADALCANAL,-9.694,159.727
9928,,2012,8,11,12,23,18.1,11,6.5,6.5,6.7,6.2,,,,,IRAN,,"IRAN:  AHAR, HARIS, VARZAGAN",38.329,46.826
9929,,2012,8,14,2,59,38.4,583,7.7,7.7,,6.9,,,,,RUSSIA,,RUSSIA:  SAKHALIN ISLAND,49.8,145.064
9938,,2012,8,18,9,41,52.4,10,6.3,6.3,6.1,5.8,,,,,INDONESIA,,"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",-1.315,120.096
9934,Tsu,2012,8,27,4,37,19.4,28,7.3,7.3,,,,,,,EL SALVADOR,,EL SALVADOR:  OFF THE COAST,12.139,-88.59
9935,Tsu,2012,8,31,12,47,33.3,28,7.6,7.6,7.6,7.2,,,,,PHILIPPINES,,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638
9936,Tsu,2012,9,5,14,42,7.8,35,7.6,7.6,7.7,6.8,,,,,COSTA RICA,,COSTA RICA:  NICOYA,10.085,-85.315
