time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-02-22T21:15:09.500Z,-52.8719,25.9049,10,4.5,mb,,117,20.81,1.02,us,us10004smk,2016-03-01T00:57:58.491Z,"South of Africa",earthquake,12.1,1.9,0.15,13,reviewed,us,us
2016-02-22T20:29:35.000Z,-15.71,-71.8,6,4.8,mb,,,,0.87,us,us10004rtm,2016-03-08T17:49:16.490Z,"22km WSW of Chivay, Peru",earthquake,3.4,3.6,0.063,77,reviewed,lim,us
2016-02-22T18:20:53.250Z,7.122,92.1235,10,4.6,mb,,139,4.546,0.56,us,us10004rsa,2016-03-08T17:22:11.882Z,"161km SW of Mohean, India",earthquake,9.1,1.9,0.082,44,reviewed,us,us
2016-02-22T13:59:49.070Z,-20.2393,-177.9782,514.89,4.6,mb,,76,7.674,0.81,us,us10004rpm,2016-02-22T22:02:59.040Z,"87km ENE of Ndoi Island, Fiji",earthquake,8.9,6,0.041,180,reviewed,us,us
2016-02-22T13:39:11.240Z,44.8838,81.2759,47.36,4.5,mb,,94,1.985,0.64,us,us10004rpf,2016-02-22T21:41:39.332Z,"103km WSW of Dostyq, Kazakhstan",earthquake,7.3,7.8,0.108,25,reviewed,us,us
2016-02-22T12:18:47.510Z,13.3479,-44.5254,16.57,4.9,mb,,117,19.204,0.87,us,us10004rp6,2016-03-06T10:57:42.216Z,"Northern Mid-Atlantic Ridge",earthquake,16.4,4.7,0.125,20,reviewed,us,us
2016-02-22T12:17:16.530Z,4.6174,-32.3909,10,4.7,mb,,61,13.437,0.62,us,us10004smb,2016-03-06T10:45:54.589Z,"Central Mid-Atlantic Ridge",earthquake,8.2,1.9,0.108,26,reviewed,us,us
2016-02-22T11:57:03.030Z,-28.581,-12.51,9.48,4.9,mb,,60,35.186,0.8,us,us10004sma,2016-03-06T10:32:20.319Z,"Southern Mid-Atlantic Ridge",earthquake,13.7,3.8,0.099,32,reviewed,us,us
2016-02-22T06:37:03.370Z,-30.4623,-72.063,10.15,5.9,mwb,,101,0.425,0.84,us,us10004rn7,2016-02-23T17:06:22.000Z,"84km W of Ovalle, Chile",earthquake,5.3,3.7,0.045,47,reviewed,us,us
2016-02-22T04:14:30.100Z,35.7366,-3.5222,10,4.6,mb,,74,2.291,0.71,us,us10004rmk,2016-03-01T00:44:21.530Z,"65km N of Boudinar, Morocco",earthquake,7.6,1.8,0.088,39,reviewed,us,us
2016-02-22T03:46:02.450Z,35.735,-3.5106,10,5.1,mww,,25,2.301,0.78,us,us10004rmh,2016-03-01T00:42:55.855Z,"65km N of Boudinar, Morocco",earthquake,6,1.8,,,reviewed,us,us
2016-02-22T03:09:56.030Z,-41.9151,174.2117,9.14,4.7,mwr,,85,0.166,0.97,us,us10004rm8,2016-02-29T02:59:31.990Z,"49km SSE of Blenheim, New Zealand",earthquake,1.8,3.6,0.054,33,reviewed,us,us
2016-02-22T03:04:14.350Z,59.8639,152.052,10,4.6,mb,,146,0.711,1.44,us,us10004rmf,2016-02-26T02:32:51.279Z,"53km NE of Ola, Russia",earthquake,7.1,1.9,0.077,50,reviewed,us,us
2016-02-21T21:26:23.270Z,23.5921,144.306,29.51,5.6,mb,,191,3.981,0.86,us,us10004rkg,2016-02-23T18:39:20.000Z,"Volcano Islands, Japan region",earthquake,10.4,7.8,0.144,18,reviewed,us,us
2016-02-21T18:40:49.060Z,-20.9075,173.951,79.65,4.8,mb,,239,6.277,0.63,us,us10004rju,2016-02-22T02:43:30.640Z,"114km NW of Ceva-i-Ra, Fiji",earthquake,15.6,14.3,0.134,17,reviewed,us,us
2016-02-21T18:10:01.450Z,28.0107,84.7447,19.24,5,mb,,103,0.586,1.19,us,us10004rjm,2016-03-14T07:36:11.850Z,"43km ESE of Lamjung, Nepal",earthquake,9.7,4.6,0.075,57,reviewed,us,us
2016-02-21T18:03:27.770Z,37.4883,141.8349,19.84,4.7,mb,,135,0.912,0.56,us,us10004rjl,2016-02-21T23:02:45.523Z,"73km E of Namie, Japan",earthquake,6.3,4.4,0.126,19,reviewed,us,us
2016-02-21T16:31:59.250Z,36.148,78.139,10,4.6,mb,,94,4.714,0.99,us,us10004rj4,2016-02-22T00:34:35.118Z,"175km SW of Layka, China",earthquake,9.3,1.9,0.077,50,reviewed,us,us
2016-02-21T11:03:51.050Z,11.1543,140.0964,59.69,4.7,mb,,69,5.252,0.81,us,us10004ri5,2016-03-05T13:10:51.815Z,"160km NNW of Fais, Micronesia",earthquake,11.8,7.2,0.069,65,reviewed,us,us
2016-02-21T09:41:37.830Z,54.1192,158.9669,171.5,4.8,mb,,89,1.114,0.63,us,us10004sd3,2016-03-05T12:52:17.395Z,"110km NNE of Yelizovo, Russia",earthquake,9.2,7,0.21,7,reviewed,us,us
2016-02-21T09:12:08.140Z,36.4816,70.863,174.71,5.2,mww,,40,0.682,0.72,us,us10004rhs,2016-03-04T14:24:45.800Z,"42km S of Jarm, Afghanistan",earthquake,6.7,4.8,,,reviewed,us,us
2016-02-21T03:39:38.190Z,6.9364,92.4103,23.56,4.8,mb,,95,4.7,0.62,us,us10004rgq,2016-03-12T23:14:05.968Z,"151km SW of Mohean, India",earthquake,8.2,4.9,0.083,44,reviewed,us,us
2016-02-21T03:21:04.270Z,7.5997,-36.7093,10,4.7,mb,,98,13.363,0.72,us,us10004sd2,2016-03-01T04:13:18.831Z,"Central Mid-Atlantic Ridge",earthquake,10,1.8,0.063,77,reviewed,us,us
2016-02-21T02:29:05.880Z,6.9145,126.7269,85.53,4.6,mb,,53,1.149,0.8,us,us10004rgi,2016-03-12T23:04:07.986Z,"34km ESE of Tarragona, Philippines",earthquake,7.5,6.7,0.098,31,reviewed,us,us
2016-02-21T02:26:21.970Z,4.5327,-32.671,10,5,mb,,33,10.785,0.65,us,us10004rgh,2016-03-01T04:04:11.588Z,"Central Mid-Atlantic Ridge",earthquake,9.5,1.8,0.034,271,reviewed,us,us
2016-02-21T02:20:30.250Z,4.5691,-32.6862,10,4.8,mb,,73,10.814,0.69,us,us10004scy,2016-03-12T23:56:58.815Z,"Central Mid-Atlantic Ridge",earthquake,6.6,1.8,0.081,47,reviewed,us,us
2016-02-21T02:15:44.760Z,4.5302,-32.7061,10,4.9,mb,,95,13.705,0.98,us,us10004sdk,2016-03-01T04:15:35.642Z,"Central Mid-Atlantic Ridge",earthquake,12,1.9,0.086,43,reviewed,us,us
2016-02-21T02:14:17.300Z,4.1172,-32.6172,10,4.7,mb,,69,21.795,0.63,us,us10004sdl,2016-03-01T04:19:48.247Z,"Central Mid-Atlantic Ridge",earthquake,14,1.9,0.079,49,reviewed,us,us
2016-02-21T01:26:02.240Z,4.686,-32.6366,10,5.3,mb,,17,10.94,0.58,us,us10004rga,2016-02-29T03:28:12.860Z,"Central Mid-Atlantic Ridge",earthquake,9.4,1.8,0.025,536,reviewed,us,us
2016-02-21T01:25:17.460Z,11.2531,126.0768,49.1,4.7,mb,,107,4.185,0.93,us,us10004scw,2016-02-29T23:26:25.882Z,"44km NE of Sulangan, Philippines",earthquake,10.4,8,0.093,35,reviewed,us,us
2016-02-21T01:04:25.960Z,8.0613,-38.4475,10,4.9,mb,,43,14.029,0.75,us,us10004rg8,2016-02-28T23:19:54.647Z,"Central Mid-Atlantic Ridge",earthquake,8.6,1.9,0.04,195,reviewed,us,us
2016-02-20T22:42:09.160Z,-3.6002,141.3699,10,5,mb,,63,8.143,0.78,us,us10004rfq,2016-02-21T00:25:14.326Z,"102km S of Vanimo, Papua New Guinea",earthquake,8.2,1.9,0.074,58,reviewed,us,us
2016-02-20T21:34:03.100Z,-19.161,-177.3478,548.69,4.8,mb,,125,7.469,0.79,us,us10004rfl,2016-02-21T05:36:33.046Z,"217km NE of Ndoi Island, Fiji",earthquake,13.7,8.2,0.075,55,reviewed,us,us
2016-02-20T18:23:01.440Z,-32.4824,-69.8374,115.86,4.5,mwr,,66,0.664,1.27,us,us10004reu,2016-02-23T17:26:35.418Z,"81km ENE of Los Andes, Chile",earthquake,5.4,4.1,0.068,21,reviewed,us,us
2016-02-20T17:59:50.270Z,-34.381,179.3357,159.91,4.5,mb,,145,3.282,0.57,us,us10004rhc,2016-02-23T16:47:28.422Z,"South of the Kermadec Islands",earthquake,12.1,8.3,0.124,21,reviewed,us,us
2016-02-20T17:48:30.110Z,5.2125,-32.5346,14.95,4.8,mb,,128,13.08,0.67,us,us10004rew,2016-02-23T16:16:27.201Z,"Central Mid-Atlantic Ridge",earthquake,11.9,4.8,0.068,67,reviewed,us,us
2016-02-20T16:48:25.940Z,4.8333,-32.6181,10,5.1,mb,,128,25.422,0.96,us,us10004rel,2016-02-21T00:50:54.695Z,"Central Mid-Atlantic Ridge",earthquake,14.1,1.9,0.073,61,reviewed,us,us
2016-02-20T16:39:10.290Z,51.6487,-175.5336,64.85,4.5,mb,,195,0.752,0.93,us,us10004rei,2016-03-02T02:34:56.059Z,"81km ESE of Adak, Alaska",earthquake,10.4,8.4,0.074,54,reviewed,us,us
2016-02-20T15:56:16.200Z,-21.8918,-179.4298,579.66,5.2,mb,,96,7.446,0.74,us,us10004re6,2016-02-20T23:58:50.824Z,"156km SSW of Ndoi Island, Fiji",earthquake,12.1,8.9,0.051,129,reviewed,us,us
2016-02-20T15:51:22.810Z,-21.9139,-179.359,579.39,5.8,mb,,85,7.413,0.94,us,us10004rdp,2016-02-21T03:56:18.000Z,"155km SSW of Ndoi Island, Fiji",earthquake,8,8.1,0.06,102,reviewed,us,us
2016-02-20T14:59:58.650Z,4.505,-32.5457,10,5.1,mb,,90,27.64,0.54,us,us10004rde,2016-02-20T23:02:30.186Z,"Central Mid-Atlantic Ridge",earthquake,13.2,1.9,0.108,28,reviewed,us,us
2016-02-20T14:54:20.410Z,5.0102,-32.6824,10,4.9,mb,,149,13.328,0.85,us,us10004rda,2016-02-20T22:56:56.503Z,"Central Mid-Atlantic Ridge",earthquake,14.6,1.9,0.087,42,reviewed,us,us
2016-02-20T14:38:41.480Z,-22.3474,179.2886,595.52,5.1,mb,,99,10.603,0.78,us,us10004rd8,2016-02-20T22:41:27.533Z,"280km SW of Ndoi Island, Fiji",earthquake,11.6,9.1,0.061,87,reviewed,us,us
2016-02-20T13:58:17.840Z,4.9832,-32.5833,10,4.9,mb,,147,13.284,1.02,us,us10004rcw,2016-02-20T22:01:01.766Z,"Central Mid-Atlantic Ridge",earthquake,14.6,1.9,0.09,39,reviewed,us,us
2016-02-20T13:50:49.390Z,4.6428,-32.5624,10,4.8,mb,,132,18.172,0.94,us,us10004rcm,2016-02-20T21:53:49.768Z,"Central Mid-Atlantic Ridge",earthquake,14.8,1.9,0.103,30,reviewed,us,us
2016-02-20T13:42:15.100Z,4.5745,-32.6203,10,4.9,mb,,143,18.257,0.93,us,us10004rcl,2016-02-20T21:45:20.920Z,"Central Mid-Atlantic Ridge",earthquake,14.4,1.9,0.093,37,reviewed,us,us
2016-02-20T13:25:25.170Z,-29.1241,-179.1507,341.94,4.6,mb,,138,1.075,0.79,us,us10004rcc,2016-02-20T21:28:03.337Z,"122km W of Raoul Island, New Zealand",earthquake,13.5,8.2,0.098,31,reviewed,us,us
2016-02-20T12:56:38.180Z,38.0872,74.1415,183.05,4.5,mb,,65,2.042,0.92,us,us10004rc3,2016-03-04T13:37:45.700Z,"17km ESE of Murghob, Tajikistan",earthquake,7.4,6.3,0.072,57,reviewed,us,us
2016-02-20T12:53:41.450Z,4.6546,-32.653,10,4.9,mb,,40,25.259,0.67,us,us10004s3h,2016-03-04T13:33:32.887Z,"Central Mid-Atlantic Ridge",earthquake,12.5,1.8,0.087,41,reviewed,us,us
2016-02-20T12:48:06.920Z,4.5653,-32.7198,10,4.8,mb,,50,10.802,1,us,us10004rca,2016-03-04T13:15:05.487Z,"Central Mid-Atlantic Ridge",earthquake,11.3,1.8,0.059,88,reviewed,us,us
2016-02-20T12:44:24.090Z,-2.8018,128.1513,47.84,4.6,mb,,91,3.635,1.01,us,us10004rbx,2016-03-04T13:08:36.244Z,"29km N of Piru, Indonesia",earthquake,8.8,7.3,0.105,27,reviewed,us,us
2016-02-20T12:33:42.720Z,4.4473,-32.5085,10,4.8,mb,,51,10.754,0.44,us,us10004s3f,2016-03-04T13:03:42.703Z,"Central Mid-Atlantic Ridge",earthquake,8.2,1.8,0.122,21,reviewed,us,us
2016-02-20T12:31:03.190Z,-56.1587,-122.9544,14.36,4.7,mb,,89,34.023,0.44,us,us10004s3e,2016-03-04T12:48:26.283Z,"Southern East Pacific Rise",earthquake,17.8,4.2,0.152,13,reviewed,us,us
2016-02-20T11:31:40.050Z,8.5556,-83.6825,4.8,4.8,mb,,84,0.22,1.27,us,us10004rbq,2016-03-04T12:51:43.682Z,"48km SSW of Ciudad Cortes, Costa Rica",earthquake,5.5,4.2,0.058,92,reviewed,us,us
2016-02-20T11:11:42.390Z,-21.2564,-179.0149,611.76,4.7,mb,,76,4.455,0.76,us,us10004s3t,2016-03-04T09:06:54.430Z,"74km SSW of Ndoi Island, Fiji",earthquake,14.7,8.6,0.166,11,reviewed,us,us
2016-02-20T11:08:37.140Z,-7.4385,128.1651,137.21,5.1,mb,,21,3.152,1.08,us,us10004rbl,2016-03-04T08:57:26.295Z,"Kepulauan Barat Daya, Indonesia",earthquake,7.6,5.4,0.068,70,reviewed,us,us
2016-02-20T10:21:41.960Z,46.4079,140.8183,14.91,4.5,mb,,84,1.446,0.7,us,us10004rbi,2016-03-11T14:08:39.019Z,"80km WSW of Gornozavodsk, Russia",earthquake,6.5,3.1,0.099,30,reviewed,us,us
2016-02-20T07:25:38.310Z,-5.8873,148.2932,92.18,4.5,mb,,46,3.67,0.98,us,us10004s39,2016-03-12T12:35:08.808Z,"92km NNE of Finschhafen, Papua New Guinea",earthquake,10.4,7.3,0.115,22,reviewed,us,us
2016-02-20T03:23:25.440Z,-6.7742,102.222,24.26,4.7,mb,,103,5.006,0.67,us,us10004r9f,2016-02-20T11:26:04.308Z,"256km SW of Biha, Indonesia",earthquake,9.1,6.5,0.106,27,reviewed,us,us
2016-02-20T02:05:49.840Z,-15.7296,-71.8033,10,5,mb,,126,2.975,0.9,us,us10004r90,2016-02-20T10:08:33.438Z,"23km WSW of Chivay, Peru",earthquake,5.8,1.7,0.048,139,reviewed,us,us
2016-02-20T01:26:33.320Z,-3.0432,129.4154,14.88,5.1,mb,,55,2.832,0.64,us,us10004r8u,2016-02-20T09:29:14.060Z,"64km ENE of Amahai, Indonesia",earthquake,7.1,4.5,0.075,57,reviewed,us,us
2016-02-20T00:47:01.570Z,-5.1783,154.0053,147.03,4.6,mb,,173,2.081,0.65,us,us10004r8k,2016-03-04T05:09:52.286Z,"133km SE of Taron, Papua New Guinea",earthquake,12.3,8.7,0.107,26,reviewed,us,us
2016-02-19T21:50:49.360Z,-45.7308,-77.6806,10,4.7,mwr,,153,3.888,0.84,us,us10004r6c,2016-03-04T02:42:36.280Z,"Off the coast of Aisen, Chile",earthquake,9.9,1.9,0.093,11,reviewed,us,us
2016-02-19T17:07:03.080Z,-59.9021,-28.6675,206.26,4.8,mb,,98,13.844,0.52,us,us10004r42,2016-02-20T16:13:57.054Z,"155km SW of Bristol Island, South Sandwich Islands",earthquake,8.4,10.9,0.085,43,reviewed,us,us
2016-02-19T16:02:13.770Z,-4.131,152.9181,48.33,4.9,mb,,119,0.754,0.52,us,us10004r3n,2016-02-20T00:04:52.226Z,"39km NNW of Taron, Papua New Guinea",earthquake,9.2,8.6,0.122,21,reviewed,us,us
2016-02-19T13:13:52.390Z,37.2438,142.2397,19.02,5.1,mww,,43,1.31,0.89,us,us10004r0w,2016-03-04T08:29:57.342Z,"112km ESE of Namie, Japan",earthquake,6,3.4,,,reviewed,us,us
2016-02-19T10:52:53.390Z,2.2173,128.8786,59.9,4.5,mb,,112,2.084,0.98,us,us10004r0h,2016-02-19T18:55:26.715Z,"110km ENE of Tobelo, Indonesia",earthquake,9.2,8.2,0.095,33,reviewed,us,us
2016-02-19T08:13:26.710Z,39.2427,143.6016,26.51,4.5,mb,,135,2.596,0.97,us,us10004qzw,2016-03-11T13:24:17.897Z,"144km E of Yamada, Japan",earthquake,8.1,5.5,0.096,32,reviewed,us,us
2016-02-19T05:33:08.310Z,-30.5898,-71.5732,22.93,4.9,mww,,79,0.099,0.74,us,us10004qzj,2016-03-11T11:56:35.722Z,"35km W of Ovalle, Chile",earthquake,3.3,4.3,,,reviewed,us,us
2016-02-19T05:29:27.500Z,-15.6306,-177.5343,413.4,4.6,mb,,64,4.722,0.68,us,us10004qzk,2016-03-11T11:41:41.744Z,"162km SSE of Sigave, Wallis and Futuna",earthquake,12.5,7.3,0.079,48,reviewed,us,us
2016-02-19T05:16:19.390Z,-31.332,-178.3309,57.69,4.8,mb,,125,2.109,0.8,us,us10004qzg,2016-03-11T11:40:23.019Z,"55km ENE of L'Esperance Rock, New Zealand",earthquake,10.9,3.7,0.102,30,reviewed,us,us
2016-02-19T04:42:39.030Z,13.798,-88.843,198.6,5,mb,,68,0.393,1.13,us,us10004qz4,2016-02-19T12:45:25.272Z,"7km N of San Sebastian, El Salvador",earthquake,7.8,6.6,0.031,329,reviewed,us,us
2016-02-19T01:50:18.950Z,35.6346,140.243,53.18,4.5,mb,,113,0.596,1.14,us,us10004qya,2016-02-24T04:35:49.977Z,"6km WSW of Yachimata, Japan",earthquake,6.4,6.2,0.087,39,reviewed,us,us
2016-02-19T01:47:03.720Z,-45.3383,-77.7826,16.16,4.8,mb,,103,3.986,1.02,us,us10004qyl,2016-02-19T09:49:33.832Z,"Off the coast of Aisen, Chile",earthquake,12.1,4.5,0.093,37,reviewed,us,us
2016-02-19T00:35:48.690Z,-24.3276,-115.7459,10,4.9,mb,,186,6.351,1.19,us,us10004s1d,2016-03-05T04:47:04.411Z,"Southern East Pacific Rise",earthquake,14.6,2,0.087,41,reviewed,us,us
2016-02-18T20:50:04.380Z,13.0086,125.2747,35,4.6,mb,,144,10.996,0.81,us,us10004rrg,2016-03-07T18:24:13.846Z,"45km NNE of Cabodiongan, Philippines",earthquake,11.3,2,0.114,23,reviewed,us,us
2016-02-18T20:47:39.680Z,-5.499,152.7003,30.32,4.8,mb,,95,1.405,0.66,us,us10004qw5,2016-03-06T18:50:38.329Z,"119km SSW of Taron, Papua New Guinea",earthquake,6.1,2.4,0.07,63,reviewed,us,us
2016-02-18T20:29:39.540Z,17.2102,60.0573,10,5,mb,,115,6.145,1.03,us,us10004qvv,2016-03-06T18:43:11.946Z,"Owen Fracture Zone region",earthquake,9.1,1.9,0.055,104,reviewed,us,us
2016-02-18T17:49:22.010Z,12.4113,123.6636,10,4.6,mb,,132,3.142,0.85,us,us10004qt7,2016-03-06T16:21:35.659Z,"7km NE of Masbate, Philippines",earthquake,7.6,1.9,0.088,39,reviewed,us,us
2016-02-18T17:36:13.520Z,-5.3608,152.6235,44.36,4.8,mb,,115,1.249,0.81,us,us10004qsz,2016-03-06T16:20:15.738Z,"108km SSW of Taron, Papua New Guinea",earthquake,10.1,8.7,0.085,43,reviewed,us,us
2016-02-18T16:38:58.050Z,6.5318,126.9743,92.45,4.8,mb,,84,1.485,0.83,us,us10004qsr,2016-02-19T17:03:57.000Z,"80km ESE of Bobon, Philippines",earthquake,7.8,5.9,0.044,159,reviewed,us,us
2016-02-18T11:14:17.900Z,-3.0947,129.4852,43.39,4.5,mb,,75,2.765,1.26,us,us10004qrp,2016-02-18T19:16:51.542Z,"68km ENE of Amahai, Indonesia",earthquake,8.7,8.8,0.111,24,reviewed,us,us
2016-02-18T09:55:14.270Z,48.9438,154.8815,70.31,4.8,mb,,136,4.532,0.63,us,us10004qrg,2016-02-18T17:57:47.164Z,"212km SSW of Severo-Kuril'sk, Russia",earthquake,3.8,7.1,0.057,96,reviewed,us,us
2016-02-18T09:18:42.230Z,-20.3165,-69.2314,102.75,4.5,mb,,48,0.189,0.76,us,us10004qra,2016-02-18T10:01:11.143Z,"95km E of Iquique, Chile",earthquake,5.9,4.5,0.113,23,reviewed,us,us
2016-02-18T01:18:33.740Z,23.0296,120.9179,10,4.7,mwr,,91,0.258,0.94,us,us10004qp8,2016-02-18T08:30:35.794Z,"37km NW of Taitung City, Taiwan",earthquake,2,1.9,0.063,24,reviewed,us,us
2016-02-18T01:09:41.380Z,23.0544,120.9381,10,4.9,mwr,,88,0.269,1.22,us,us10004qp3,2016-02-18T01:56:33.109Z,"38km NNW of Taitung, Taiwan",earthquake,2.2,1.9,0.066,22,reviewed,us,us
2016-02-18T01:07:14.070Z,-56.2123,-27.6226,119.26,5.8,mb,,51,5.427,1.05,us,us10004qp2,2016-02-21T03:56:17.000Z,"60km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.6,5.2,0.065,86,reviewed,us,us
2016-02-17T23:58:06.200Z,39.046,71.2398,46.67,4.7,mb,,53,1.987,1.21,us,us10004qnt,2016-02-18T08:00:50.757Z,"32km SW of Karakenja, Tajikistan",earthquake,6,4,0.072,58,reviewed,us,us
2016-02-17T19:26:55.410Z,-3.5091,101.4852,53.65,4.7,mb,,76,3.265,0.76,us,us10004qkp,2016-03-06T16:19:15.910Z,"92km WNW of Bengkulu, Indonesia",earthquake,7.5,6.5,0.091,37,reviewed,us,us
2016-02-17T17:34:08.830Z,5.365,94.4991,53.57,4.8,mb,,136,2.441,0.69,us,us200050wg,2016-03-06T19:14:14.943Z,"93km WSW of Banda Aceh, Indonesia",earthquake,8.7,7.2,0.085,43,reviewed,us,us
2016-02-17T17:26:02.380Z,0.861,129.0601,10,6,mww,,22,1.695,1,us,us200050wc,2016-03-07T23:07:54.840Z,"151km SE of Tobelo, Indonesia",earthquake,6.6,1.7,,,reviewed,us,us
2016-02-17T15:50:37.270Z,-14.8761,167.3872,123.47,4.7,mb,,155,0.594,0.76,us,us10004r2p,2016-02-26T00:45:27.407Z,"41km ENE of Port-Olry, Vanuatu",earthquake,13.1,6.1,0.148,14,reviewed,us,us
2016-02-17T15:48:17.440Z,7.1014,126.8213,65.21,4.7,mb,,87,1.233,0.84,us,us200050w2,2016-02-26T00:41:52.514Z,"33km ESE of Manay, Philippines",earthquake,5.4,6.3,0.073,57,reviewed,us,us
2016-02-17T15:36:38.360Z,-10.2922,161.1234,72.95,4.5,mb,,108,1.435,0.54,us,us10004r2m,2016-02-26T00:33:15.614Z,"89km WNW of Kirakira, Solomon Islands",earthquake,10.6,8.1,0.124,19,reviewed,us,us
2016-02-17T15:26:29.560Z,-13.0898,66.6307,10,4.7,mb,,72,19.548,1.01,us,us200050vz,2016-02-26T00:25:13.793Z,"Mid-Indian Ridge",earthquake,12.4,1.8,0.097,32,reviewed,us,us
2016-02-17T12:23:25.470Z,-30.4826,-177.718,10,4.8,mb,,132,1.246,0.74,us,us10004r2s,2016-03-11T06:23:29.813Z,"135km S of Raoul Island, New Zealand",earthquake,10.5,1.9,0.119,22,reviewed,us,us
2016-02-17T11:15:24.100Z,-20.8953,-175.2744,10,4.9,mb,,101,5.344,1.01,us,us200050u6,2016-03-11T05:49:07.294Z,"27km NNW of Nuku`alofa, Tonga",earthquake,9.3,1.8,0.084,44,reviewed,us,us
2016-02-17T10:54:11.240Z,-31.2139,-71.6783,36.24,4.8,mb,,120,0.539,1.02,us,us200050u4,2016-03-10T14:12:29.022Z,"67km NW of Illapel, Chile",earthquake,2,5.2,0.119,22,reviewed,us,us
2016-02-17T08:47:48.050Z,-21.2593,-177.9893,474.64,4.7,mb,,97,5.114,0.52,us,us200050tu,2016-02-17T16:50:21.137Z,"100km SE of Ndoi Island, Fiji",earthquake,15.1,11.3,0.101,30,reviewed,us,us
2016-02-17T07:44:24.630Z,-30.5519,-177.6173,10,5.1,mb,,121,1.33,1.39,us,us200050ti,2016-02-17T15:46:56.053Z,"145km S of Raoul Island, New Zealand",earthquake,9.7,1.8,0.065,76,reviewed,us,us
2016-02-17T07:32:11.940Z,4.7328,127.8612,71.49,4.8,mb,,144,3.965,0.49,us,us200050td,2016-02-17T15:34:45.905Z,"259km SE of Pondaguitan, Philippines",earthquake,6.8,9,0.103,29,reviewed,us,us
2016-02-17T05:31:23.120Z,-4.6203,152.5368,58.3,4.7,mb,,101,0.565,0.59,us,us200050t6,2016-02-17T13:33:52.735Z,"42km SE of Kokopo, Papua New Guinea",earthquake,10.2,8.1,0.091,37,reviewed,us,us
2016-02-17T02:54:54.440Z,-62.4201,164.722,10,4.8,mb,,160,8.495,1.36,us,us10004r2f,2016-02-26T00:09:01.800Z,"Balleny Islands region",earthquake,13.7,1.5,0.148,14,reviewed,us,us
2016-02-16T23:48:35.670Z,-55.7848,-125.1669,13,6.1,mww,,71,30.842,1.19,us,us200050pj,2016-02-25T03:23:55.206Z,"Southern East Pacific Rise",earthquake,12,1.8,,,reviewed,us,us
2016-02-16T23:06:59.910Z,26.2317,93.5056,40.46,4.7,mb,,63,1.626,0.66,us,us200050p4,2016-02-25T01:34:37.182Z,"30km W of Silapathar, India",earthquake,8.6,5.5,0.061,81,reviewed,us,us
2016-02-16T23:04:26.900Z,37.2023,-118.4035,15.1,4.8,Mw,52,104.4,0.1176793,0.07,nc,nc72592670,2016-03-08T21:45:45.643Z,"10km WNW of Big Pine, California",earthquake,0.3,0.6,,6,reviewed,nc,nc
2016-02-16T22:23:50.700Z,-15.6653,-72.8943,80.14,4.5,mb,,95,3.633,0.92,us,us200050nh,2016-03-13T01:55:09.578Z,"73km SW of Orcopampa, Peru",earthquake,8.6,6.3,0.093,34,reviewed,us,us
2016-02-16T21:29:38.800Z,-10.4684,111.3514,10,4.6,mb,,102,2.668,0.64,us,us200050n4,2016-03-13T00:58:50.694Z,"241km S of Ngulung Wetan, Indonesia",earthquake,7.8,1.9,0.107,26,reviewed,us,us
2016-02-16T20:05:22.340Z,-33.031,-15.8741,10,4.8,mb,,86,32.892,0.56,us,us10004r1r,2016-02-19T20:19:04.484Z,"Southern Mid-Atlantic Ridge",earthquake,11.7,1.5,0.149,14,reviewed,us,us
2016-02-16T19:07:15.120Z,-4.6583,152.6329,49.32,5,mb,,74,0.659,1.32,us,us200050mj,2016-02-19T18:44:00.412Z,"49km WSW of Taron, Papua New Guinea",earthquake,3.9,5.4,0.047,141,reviewed,us,us
2016-02-16T17:45:39.790Z,-14.2542,172.4826,613.15,4.5,mb,,83,5.241,0.67,us,us200050m6,2016-03-12T22:24:12.377Z,"Vanuatu region",earthquake,8.6,9.1,0.106,26,reviewed,us,us
2016-02-16T16:50:52.090Z,-30.2238,-71.3306,49.67,4.5,mb,,156,0.314,0.88,us,us200050lr,2016-02-17T00:53:36.390Z,"30km S of Coquimbo, Chile",earthquake,8,8.1,0.543,1,reviewed,us,us
2016-02-16T15:27:19.120Z,-18.1025,-175.0637,246.63,4.8,mb,,70,4.967,0.99,us,us200050kq,2016-02-16T23:29:51.275Z,"129km WNW of Neiafu, Tonga",earthquake,10.1,7.5,0.06,86,reviewed,us,us
2016-02-16T15:05:48.680Z,-7.2494,106.9886,126.71,4.8,mb,,63,3.431,1.15,us,us200050kh,2016-02-16T23:09:22.560Z,"0km ESE of Babakan, Indonesia",earthquake,7.2,6.7,0.065,73,reviewed,us,us
2016-02-16T14:14:11.880Z,-20.8594,-175.4591,10,4.5,mb,,119,5.497,1.17,us,us10004r1i,2016-03-14T14:19:02.951Z,"40km NW of Nuku`alofa, Tonga",earthquake,7.9,1.9,0.191,8,reviewed,us,us
2016-02-16T12:01:42.600Z,15.5705,-104.8367,56.75,4.8,mb,,198,5.317,1.07,us,us200050j5,2016-02-16T20:04:21.333Z,"Off the coast of Michoacan, Mexico",earthquake,11.3,8.2,0.033,291,reviewed,us,us
