I_D	TSEVENT_ID	YEAR	MONTH	DAY	DOUBTFUL	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DISTANCE_FROM_SOURCE	TRAVEL_TIME_HOURS	TRAVEL_TIME_MINUTES	WATER_HT	HORIZONTAL_INUNDATION	TYPE_MEASUREMENT_ID	PERIOD	FIRST_MOTION	DEATHS	DEATHS_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION
26233	2439	2004	12	26		SRI LANKA		KUCHCHAVELI, SOUTHEAST OF (2KM)	8.790385	81.12103	60	1739			3.35		10												
26234	2439	2004	12	26		SRI LANKA		MANKERI	8.013957	81.48953	60	1673			5.5	134.7	10												
26235	2439	2004	12	26		SRI LANKA		KALMUNAI KUDDI	7.405348	81.84164	60	1617			6.2	210	10												
26236	2439	2004	12	26		SRI LANKA		KALMUNAI KUDDI	7.422988	81.83044	60	1618			7	110	10												
26237	2439	2004	12	26		SRI LANKA		MORATUWA	6.76245	79.88353	60	1810			3.56		10												
26238	2439	2004	12	26		SRI LANKA		KORALAWELLA	6.749667	79.88879	60	1809			4.55		10												
26239	2439	2004	12	26		SRI LANKA		WADDUWA	6.673167	79.9211	60	1804			3.61		10												
26240	2439	2004	12	26		SRI LANKA		HAMBANTOTA	6.12845	81.12752	60	1662			11		5												
26241	2439	2004	12	26		SRI LANKA		HAMBANTOTA	6.12845	81.12752	60	1662			6.1		10												
26242	2439	2004	12	26		SRI LANKA		NONAGAMA	6.09375	80.98835	60	1676			8.71		10												
26243	2439	2004	12	26		SRI LANKA		TANGALLA	6.029367	80.79562	60	1696			3.24		10												
26244	2439	2004	12	26		SRI LANKA		TANGALLA	6.01163	80.47717	60	1731			7.9	14.8	10												
26245	2439	2004	12	26		SRI LANKA		KAMBURUGAMA	5.94005	80.49195	60	1728			2.4		10												
26246	2439	2004	12	26		SRI LANKA		WELIGAMA	5.968984	80.44682	60	1733			2.73		10								1				1
26247	2439	2004	12	26		SRI LANKA		GALLE	6.009734	80.24915	60	1755			5.24		10												
26248	2439	2004	12	26		SRI LANKA		DODANDUWA	6.083717	80.14692	60	1768			3.6		10												
26249	2439	2004	12	26		SRI LANKA		HIKKADUWA	6.127517	80.10413	60	1773			4.2		10												
26935	2439	2004	12	26		YEMEN		ARHER QARIYAH	12.64378	54.23122	60	4693			1.74	12	5												
26936	2439	2004	12	26		YEMEN		HAMHARITEN	12.60813	54.31507	60	4684			1.69	30.1	5												
26937	2439	2004	12	26		YEMEN		BEDHOOLA	12.32906	54.00783	60	4712			3.87	8.2	5												
26938	2439	2004	12	26		YEMEN		BEDHOOLA	12.32917	54.00726	60	4712			3.37	10.4	5												
26939	2439	2004	12	26		YEMEN		BEDHOOLA	12.32952	54.00735	60	4712			1.97	50.5	4												
26940	2439	2004	12	26		YEMEN		BEDHOOLA	12.33822	54.02038	60	4711			3.75	37	5												
26941	2439	2004	12	26		YEMEN		ABADHAR	12.35276	54.06333	60	4706			2.81	18.8	5												
26942	2439	2004	12	26		YEMEN		MAHFARHAN	12.40991	54.22666	60	4690			3.97	203.7	4												
26943	2439	2004	12	26		YEMEN		MAHFARHAN	12.40983	54.22685	60	4690			4.17	224	5								1			50	1
26944	2439	2004	12	26		YEMEN		MAHFARHAN	12.40872	54.22781	60	4690			3.14	105.6	4												
26945	2439	2004	12	26		YEMEN		MAHFARHAN	12.40834	54.22682	60	4690			3.44	223.8	5												
26946	2439	2004	12	26		YEMEN		QALANSIYAH	12.68991	53.48402	60	4774			2.42	15.9	5			1	1								
26947	2439	2004	12	26		YEMEN		SHOAAB	12.5508	53.38595	60	4782			2.64	18	5												
26948	2439	2004	12	26		YEMEN		GHEBBAT	12.61063	53.78388	60	4741			2.44	27.6	5												
26949	2439	2004	12	26		YEMEN		GHEBBAT	12.61031	53.78379	60	4741			.84	64.5	4												
26950	2439	2004	12	26		YEMEN		DAIHAM	12.60909	53.85832	60	4733			1.93	14.3	5												
26951	2439	2004	12	26		YEMEN		RAS ARSAL, SOCOTRA ISLAND			60				2	26.5	5												
26952	2439	2004	12	26		YEMEN		SHAZHOR	12.46983	54.41071	60	4671			6.11	132.4	5												
9340	2439	2004	12	26		TANZANIA		ZANZIBAR	-6.15	39.18	60	6382	9	41	.36		2		R										
26251	2439	2004	12	26		SRI LANKA		THIRANAGAMA	6.11065	80.12357	60	1771			6.81		5												
26287	2439	2004	12	26		SRI LANKA		PANADURA	6.715483	79.90334	60	1807			4.24		4												
26288	2439	2004	12	26		SRI LANKA		PINNATARA	6.689667	79.91306	60	1805			3.47		5												
26289	2439	2004	12	26		SRI LANKA		PINNATARA	6.689667	79.91306	60	1805			4.15		4												
26290	2439	2004	12	26		SRI LANKA		KALUTARA	6.60845	79.948	60	1800			3.87		5												
26291	2439	2004	12	26		SRI LANKA		KALUTARA	6.60845	79.948	60	1800			3.82		4												
26292	2439	2004	12	26		SRI LANKA		PAYAGALA	6.521217	79.97835	60	1795			5.04		4								1		1		
26293	2439	2004	12	26		SRI LANKA		YALA	6.16639	81.25503	60	1649			12.5	390	5								1				1
26294	2439	2004	12	26		SRI LANKA		YALA	6.16639	81.25503	60	1649			4.65	390	4								1				1
26295	2439	2004	12	26		SRI LANKA		BOOSA	6.04776	80.09014	60	1774			1.5	30	4								1				1
26296	2439	2004	12	26		SRI LANKA		BOOSA	6.04776	80.09014	60	1774			2.5		4								1		1		
26297	2439	2004	12	26		SRI LANKA		TELWATTE	6.11096	80.04268	60	1780				108	4										1		
26298	2439	2004	12	26		SRI LANKA		WELLAWATTA	6.52588	79.51413	60	1845			1.5	30.7	4												
26299	2439	2004	12	26		SRI LANKA		KATUKURUNDA	6.33359	79.57682	60	1835				61	4												
26300	2439	2004	12	26		SRI LANKA		KATTANKUDY	7.683333	81.733333	60	1637					5								1		1		
26301	2439	2004	12	26		SRI LANKA		NINTAVUR	7.00588056	81.00222222	60	1695					5												
26302	2439	2004	12	26		SRI LANKA		PERALIYA	6.147222	80.110228	60	1773					5								1				
26303	2439	2004	12	26		SRI LANKA		NILAVELI	8.683333	81.2	60	1727					5								1		1		
26401	2439	2004	12	26		INDONESIA	ACEH	BREUH ISLAND	5.67	95.1296	60	274			20.1		5								2		2		2
26402	2439	2004	12	26		INDONESIA	ACEH	DEUDAP ISLAND	5.602	95.14	60	266			10.7		5								2		2		2
26397	2439	2004	12	26		INDONESIA	ACEH	IDI, SUMATRA	4.96653	97.77177	60	281			2.5	500	5								1		1		1
26398	2439	2004	12	26		INDONESIA	ACEH	PANTERAJA, SUMATRA	5.2611	96.18528	60	219			4.7	1000	5								1				
26736	2439	2004	12	26		INDONESIA	ACEH	ULEELHEULE, SUMATRA	5.5558	95.2843	60	257			9	4000	4								3				
26304	2439	2004	12	26		MAURITIUS		ANSE-AUX-ANGLAIS, RODRIGUES	-19.6751	63.4328	60	4369			1.72		4												
26305	2439	2004	12	26		MAURITIUS		PORT MATHURIN, RODRIGUES	-19.684	63.4186	60	4371			1.52		4												
26306	2439	2004	12	26		MAURITIUS		PORT MATHURIN, RODRIGUES	-19.6809	63.4197	60	4371			1.59	334	5												
26307	2439	2004	12	26		MAURITIUS		PORT MATHURIN, RODRIGUES	-19.6795	63.4239	60	4370			1.64	85	5												
26308	2439	2004	12	26		MAURITIUS		PORT MATHURIN, RODRIGUES	-19.68	63.4214	60	4370			1.76		4												
26309	2439	2004	12	26		MAURITIUS		GRAND BAIE, RODRIGUES	-19.6748	63.4491	60	4368			1.99	451	5												
26310	2439	2004	12	26		MAURITIUS		GRAND BAIE, RODRIGUES	-19.6738	63.4492	60	4368			1.73		4												
26311	2439	2004	12	26		MAURITIUS		GRAND BAIE, RODRIGUES	-19.6738	63.4492	60	4368			2.15		4												
26312	2439	2004	12	26		MAURITIUS		GRAND BAIE, RODRIGUES	-19.6738	63.4492	60	4368			2.43		4												
26313	2439	2004	12	26		MAURITIUS		COTTON BAY, RODRIGUES	-19.6852	63.4963	60	4364			1.9		5												
26314	2439	2004	12	26		MAURITIUS		COTTON BAY, RODRIGUES	-19.685	63.4963	60	4364			1.07	147	5												
26315	2439	2004	12	26		MAURITIUS		SAINT-FRANCOIS, RODRIGUES	-19.7026	63.4959	60	4365			2.7		4												
26316	2439	2004	12	26		MAURITIUS		SAINT-FRANCOIS, RODRIGUES	-19.7026	63.4959	60	4365			1.16		5												
26317	2439	2004	12	26		MAURITIUS		PETIT GRAVIER, RODRIGUES	-19.7286	63.4847	60	4368			2.6		4												
26318	2439	2004	12	26		MAURITIUS		PETIT GRAVIER, RODRIGUES	-19.7279	63.4842	60	4368			2.88		4												
25959	2439	2004	12	26		MADAGASCAR		ANTALAHA	-14.90037	50.28148	60	5413			2.3	28	5												
26953	2439	2004	12	26		YEMEN		SHAZHOR	12.47117	54.41113	60	4671			5.7	27.2	5								1			2	1
26954	2439	2004	12	26		YEMEN		HADIBOH	12.65653	54.02516	60	4716			2.15	11.8	5												
9728	2439	2004	12	26		MALDIVES		LAAMU ATOLL, FONADHOO IS.	1.832	73.503	60	2489			3.3	50	4												
9741	2439	2004	12	26		MALDIVES		NORTH MALE ATOLL, FISH FACTORY	4.249	73.537	60	2479			1.5	10	4												
9677	2439	2004	12	26		SRI LANKA		PAIYAGALA	6.532	79.978	60	1795			6		4												
9681	2439	2004	12	26		SRI LANKA		ABALANGODA	6.246	80.047	60	1782			6		4												
9691	2439	2004	12	26		SRI LANKA		WELIGAMA/KAMBURUGAMU	5.972	80.431	60	1735			4		4												
26400	2439	2004	12	26		INDONESIA	ACEH	E OF BANDA ACEH, SUMATRA	5.65125	95.4231	60	264			8	4000	5								3				
9138	2439	2004	12	26		INDONESIA	NORTH SUMATRA	SOUTH OF SIBOLGA, SUMATRA	1.664	98.826	60	378			1.5		5												
25933	2439	2004	12	26		SOMALIA		BANDARBEYLA	9.49316	50.81461	60	5021			8.94	48.6	5			7	1	30	1					102	3
9731	2439	2004	12	26		MALDIVES		LAAMU ATOLL, GAN IS.	1.942	73.544	60	2483			2		4												
28733	2439	2004	12	26		GHANA		TAKORADI	4.88	-1.74	70	10819	24	39	.21		2		F										
9359	2439	2004	12	26		SOUTH AFRICA		EAST LONDON	-33.02	27.92	60	8182	11	29	.64		2		R										
26554	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.56530556	95.32958333	60	257			2		5												
26555	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.56988889	95.32963889	60	257			3.25		5												
26556	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.57569444	95.34505556	60	258			3.55		5												
26557	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.56344444	95.31697222	60	257			5.2		5												
26558	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.56802778	95.31680556	60	257			6		5												
26559	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.5615	95.31683333	60	257			6		5												
26560	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.54686111	95.31169444	60	255			4		5												
26561	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.47838889	95.24544444	60	250			5.8		5												
26562	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.53391667	95.28136111	60	255			6.1		5												
26563	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.58175	95.36402778	60	258			2.7		5												
26564	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.59972222	95.391	60	259			3.2		5												
26565	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.60286111	95.39630556	60	259			3		5												
26566	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.60469444	95.38775	60	260			6.1		5												
26567	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.59722222	95.39666667	60	259			.25		5												
26568	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.56055556	95.3075	60	257			8		5												
26569	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.55736111	95.28555556	60	257			9		5												
26570	2439	2004	12	26		INDONESIA	ACEH	BANDA ACEH	5.56194444	95.30555556	60	257			8.1		5												
26571	2439	2004	12	26		THAILAND	PHANG NGA	NAM KHEM	8.86355556	98.27322222	60	673			4.2		5												
26572	2439	2004	12	26		THAILAND	PHANG NGA	NAM KHEM	8.84783333	98.27536111	60	671			.8		5												
26573	2439	2004	12	26		THAILAND	PHANG NGA	NAM KHEM	8.84202778	98.27602778	60	670			1.55		5												
26574	2439	2004	12	26		THAILAND	PHANG NGA	NAM KHEM	8.85563889	98.26780556	60	671			3.8		5												
26575	2439	2004	12	26		THAILAND	PHANG NGA	NAM KHEM	8.85111111	98.2675	60	671			7.5		5												
26576	2439	2004	12	26		THAILAND	PHANG NGA	NAM KHEM	8.85069444	98.27022222	60	671			8.4		5												
26577	2439	2004	12	26		THAILAND	PHANG NGA	NAM KHEM	8.83472222	98.2725	60	670			7.42		5												
26578	2439	2004	12	26		THAILAND	PHANG NGA	NAM KHEM	8.83677778	98.27488889	60	670			5.12		5												
26579	2439	2004	12	26		THAILAND	PHANG NGA	NAM KHEM	8.79608333	98.26152778	60	665			6.99		5												
26580	2439	2004	12	26		THAILAND	PHANG NGA	NAM KHEM	8.81330556	98.26622222	60	667			5.12		5												
26581	2439	2004	12	26		THAILAND	PHANG NGA	NAM KHEM	8.849	98.27097222	60	671			4		5												
26582	2439	2004	12	26		THAILAND	PHANG NGA	NAM KHEM	8.85013889	98.27152778	60	671			8.5		5												
26319	2439	2004	12	26		MAURITIUS		PETIT GRAVIER, RODRIGUES	-19.7281	63.4833	60	4368			1.54		5												
26320	2439	2004	12	26		MAURITIUS		PETIT GRAVIER, RODRIGUES	-19.7289	63.4825	60	4368			3.8	24	9												
26321	2439	2004	12	26		MAURITIUS		RIVIERE COCOS, RODRIGUES	-19.7443	63.409	60	4375			1		5												
26322	2439	2004	12	26		MAURITIUS		ANSE GOELANDS, RODRIGUES	-19.7072	63.3793	60	4376			1		5												
26323	2439	2004	12	26		MAURITIUS		BAIE-AUX-HUITRES, RODRIGUES	-19.6912	63.4074	60	4372			2.15	191	5												
26324	2439	2004	12	26		MAURITIUS		GRANDE BAIE, RODRIGUES	-20.0005	57.5815	60	4918			1		5												
26325	2439	2004	12	26		MAURITIUS		BELLE MARE	-20.1604	57.7589	60	4910			1.34		5												
26326	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINTE-MARIE	-20.893	55.5359	60	5153			2.03		5							.5	1				
26327	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINT-GILLES	-21.0522	55.2231	60	5190			2		5												
26328	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINT-GILLES	-21.0526	55.2235	60	5190			2.44		5							.15	1				
26329	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINT-GILLES	-21.0531	55.2238	60	5190			1		4												
26330	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINT-GILLES	-21.0546	55.2247	60	5190			1.3		4												
26331	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINT-GILLES	-21.0555	55.2244	60	5190			1.3		4												
26332	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINT-GILLES	-21.0555	55.2239	60	5190			.85		4												
26333	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINT-GILLES	-21.0557	55.2235	60	5190			1.3		5												
26334	2439	2004	12	26		REUNION (FRENCH TERRITORY)		LE PORT	-20.9333	55.3242	60	5175			2.74		5												
26335	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINT-LEU	-21.1683	55.2861	60	5190			1.1		4												
26336	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINT-PIERRE	-21.345	55.4771	60	5181			1.4		4												
26337	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINT-PIERRE	-21.3443	55.4765	60	5181			.8		4												
26338	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINT-PIERRE	-21.3441	55.4754	60	5181			.5		4												
26339	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINTE-ROSE	-21.1256	55.7869	60	5142			1.95		4												
26340	2439	2004	12	26		REUNION (FRENCH TERRITORY)		SAINTE-ROSE	-21.1253	55.7878	60	5141			2		4												
26341	2439	2004	12	26		SRI LANKA		KALUTARA	6.60845	79.948	60	1800					5							15	3		1		1
26381	2439	2004	12	26		INDIA	TAMIL NADU	KALPAKKAM, KANCHEEPURAM	12.513	80.1567	60	2007			4	1000	4												
26831	2439	2004	12	26		INDIA	KERALA	ARATTUPUZHA, ALLAPUZHA	10.43279	76.22622	60	2306					1			28	1								
26832	2439	2004	12	26		INDIA	TAMIL NADU	SOTHAVILAI	8.078	77.541	60	2094					1			200	3								
26368	2439	2004	12	26		INDIA	KERALA	ERNAKULAM	9.98	76.28	60	2285			2.4	1000	5												
26369	2439	2004	12	26		INDIA	KERALA	ERNAKULAM	9.98	76.28	60	2285			4	1000	4												
26370	2439	2004	12	26		INDIA	KERALA	KOLLAM	8.88	76.6	60	2217			3	1000	5												
26833	2439	2004	12	26		INDIA	TAMIL NADU	SILVER BEACH, CUDDALORE	11.75	79.75	60	2007					1			37	1				2				
26834	2439	2004	12	26		INDIA	TAMIL NADU	KARUKALACHERI, CUDDALORE			60						1			25	1						1		1
9341	2439	2004	12	26		UK TERRITORY		DIEGO GARCIA	-7.3	72.38	60	2861	3	46	.45		2		R										
26213	2439	2004	12	26		SRI LANKA		TRINCOMALEE	8.618075	81.21845	60	1722			4.4		10												
26214	2439	2004	12	26		SRI LANKA		TRINCOMALEE	8.561729	81.24202	60	1718			2.7		10												
26215	2439	2004	12	26		SRI LANKA		TRINCOMALEE	8.561729	81.24202	60	1718			2.4		5												
26216	2439	2004	12	26		SRI LANKA		TRINCOMALEE	8.561729	81.24202	60	1718			5.9		10												
26217	2439	2004	12	26		SRI LANKA		TRINCOMALEE (MILITARY CHECKPOINT)	8.563063	81.23478	60	1719			2.5		10												
26218	2439	2004	12	26		SRI LANKA		TRINCOMALEE	8.579356	81.2138	60	1722			3.2		10												
26219	2439	2004	12	26		SRI LANKA		CHINA BAY-KINNAYA	8.503758	81.19094	60	1721			2.8		10												
26220	2439	2004	12	26		SRI LANKA		CHINA BAY-MUTUR	8.492397	81.19206	60	1721			3.35		10												
26221	2439	2004	12	26		SRI LANKA		CHINA BAY-MUTUR	8.463147	81.26444	60	1712			3.25		10												
26371	2439	2004	12	26		INDIA	KERALA	KOLLAM	8.88	76.6	60	2217			4	1000	4												
26372	2439	2004	12	26		INDIA	KERALA	ALLAPUZHA	9.49	76.33	60	2264			3	1000	5												
26373	2439	2004	12	26		INDIA	KERALA	ALLAPUZHA	9.49	76.33	60	2264			4	1000	4												
26374	2439	2004	12	26		INDIA	TAMIL NADU	KANYAKUMARI	8.078	77.541	60	2094			2.4	400	5												
26375	2439	2004	12	26		INDIA	TAMIL NADU	KANYAKUMARI	8.078	77.541	60	2094			10	400	4								1				
26207	2439	2004	12	26		INDIA	TAMIL NADU	NAGAPATTINAM, HARBOR	10.76163889	79.85072222	60	1950			12	2000	5										1		
26208	2439	2004	12	26		INDIA	TAMIL NADU	TUTICORIN, PORT	8.74961111	78.19652778	60	2044			3	200	5												
26209	2439	2004	12	26		INDIA	TAMIL NADU	KANYAKUMARI, HARBOR	8.07886111	77.55336111	60	2093			7	500	5										1		
26210	2439	2004	12	26		INDIA	TAMIL NADU	KANYAKUMARI, KEELAMANAKUDY	8.08830556	77.4865	60	2100			12	2000	5										1		
26211	2439	2004	12	26		INDIA	TAMIL NADU	KANYAKUMARI, MEELAMANAKUDY	8.10802778	77.40372222	60	2110			12	2000	5												1
26212	2439	2004	12	26		INDIA	TAMIL NADU	KANYAKUMARI, COLACHAL	8.17519444	77.30627778	60	2122			11	2000	5												
26735	2439	2004	12	26		INDONESIA	ACEH	KREUNG RAYA, SUMATRA	5.589153	95.36097	60	259			5	1000	4								1				
26835	2439	2004	12	26		INDIA	ANDHRA PRADESH	KRISHNA DISTRICT	16.17	81.13	60	2153					1			27	1								1
26385	2439	2004	12	26		INDIA	TAMIL NADU	KANNIYAKUMARI, KOLACHEL	8.17	77.24	60	2129					1			300	3								
9663	2439	2004	12	26		MYANMAR (BURMA)		THIRIMYAING QUARTER, KAWTHAUNG	10.001	98.535	60	800			2.6		5			8	1				1	83	2		
26836	2439	2004	12	26		MYANMAR (BURMA)		AYEYARWADDY DELTA			60						5			32	1	50	1		1	550	3		
26252	2439	2004	12	26		SRI LANKA		THIRANAGAMA	6.11065	80.12357	60	1771			4.55		10												
26253	2439	2004	12	26		SRI LANKA		HIKKADUWA	6.07736	80.06159	60	1777				34	5												
26284	2439	2004	12	26		SRI LANKA		GALBOKKA	6.323317	80.03091	60	1785			4.26		4												
26285	2439	2004	12	26		SRI LANKA		SEENIGAMA	6.1661	80.08908	60	1776			5.05		4												
26286	2439	2004	12	26		SRI LANKA		DEHIWALA	6.877667	79.8564	60	1816			3.48		4												
9080	2439	2004	12	26		THAILAND		BAN BANG PHNG	8.812	98.266	60	667			13.1	9	4												
9075	2439	2004	12	26		THAILAND		NAI RAI	8.31	98.273	60	617			5.3	534	5												
9077	2439	2004	12	26		THAILAND		THAI MUANG	8.399	98.265	60	625			6.1	114	5												
9088	2439	2004	12	26		THAILAND		BAN THUNG DAP	9.028	98.257	60	689			19.6	30	4												
9086	2439	2004	12	26		THAILAND		BAN NAM KIM	8.857	98.268	60	672			15.8	63	4												
9082	2439	2004	12	26		THAILAND		BAN NOK NA	8.999	98.257	60	686			12.6	136	5												
9096	2439	2004	12	26		THAILAND		BAN PAK NAM	9.951	98.596	60	798			1.2	0	5												
9092	2439	2004	12	26		THAILAND		BAN KO DAM	9.277	98.386	60	720			1.1	0	5												
25914	2439	2004	12	26		OMAN		AL KABAH	20.13718	57.81995	60	4527			1.5	72	5												
25915	2439	2004	12	26		OMAN		RAS AL DUQM	19.65993	57.72089	60	4519			2.6	43	5												
25916	2439	2004	12	26		OMAN		RAS AL DUQM	19.66614	57.70798	60	4520			2.3	48	5												
25917	2439	2004	12	26		OMAN		AL SHUAAYR	19.50029	57.71287	60	4514			2.4	42	5												
25919	2439	2004	12	26		OMAN		RAS AL MADRAKAH	18.9703	57.80395	60	4486			1.8	32	5												
26000	2439	2004	12	26		MADAGASCAR		MANAKARA BE	-22.14362	48.0243	60	5918			1.5	38	4												
26001	2439	2004	12	26		MADAGASCAR		MANAKARA BE	-22.14515	48.02395	60	5918			4	30	5												
26002	2439	2004	12	26		MADAGASCAR		MANAKARA BE	-22.14718	48.02309	60	5918			3.5	34	5												
26003	2439	2004	12	26		MADAGASCAR		MANAKARA BE	-22.14344	48.02286	60	5918			2	10	4												
26004	2439	2004	12	26		MADAGASCAR		MANAKARA BE	-22.14344	48.02286	60	5918			1.5	21	4												
26005	2439	2004	12	26		MADAGASCAR		MANAKARA BE	-22.14631	48.02324	60	5918			3.8	58	5												
26006	2439	2004	12	26		MADAGASCAR		MANAKARA NORTH	-22.03352	48.07116	60	5908			2.1	25	5												
26007	2439	2004	12	26		MADAGASCAR		ANTALAHA	-14.9005	50.28227	60	5413			2.1		4												
26184	2439	2004	12	26		INDIA	ANDAMAN AND NICOBAR	SOUTH ANDAMAN	11.65525	92.75661667	60	988			2.82		5												
26008	2439	2004	12	26		MADAGASCAR		TANAMBAO-DAOUD	-13.92	50.135	60	5394			2.5		5												
26009	2439	2004	12	26		MADAGASCAR		TOAMASINA	-18.15672	49.42477	60	5619			.9		4												
26010	2439	2004	12	26		MADAGASCAR		MANAKARA PORT	-22.14126	48.02057	60	5918			1.6		4												
26011	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50356	73.30856	60	2506			2.11	135	4												
26012	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.5033	73.30868	60	2506			3.29	139	4												
26013	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50333	73.30892	60	2506			2.36	111	4												
26014	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50322	73.30929	60	2506			2.77	74	4												
26015	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50322	73.30929	60	2506			2.35	74	4												
26016	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50315	73.30956	60	2506			3.71	45	4												
26017	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50317	73.30952	60	2506			3.07	49	4												
26018	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50329	73.30969	60	2506			3.7	28	4												
26019	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50316	73.30986	60	2506			3.75	11	4												
26020	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50317	73.30986	60	2506			3.57	10	4												
26021	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50364	73.30961	60	2506			3.43	14	4												
26022	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50375	73.3096	60	2506			4.07	8	4			18	1					192	2		
26023	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50399	73.3094	60	2506			3.74	13	4												
26024	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50444	73.30935	60	2506			3.67	4	4												
26025	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50617	73.3079	60	2506			3.27	21	4												
26026	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50546	73.30759	60	2506			2.14	72	4												
26027	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50556	73.30728	60	2506			3.03	102	4												
26028	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50423	73.30899	60	2506			2.66	39	4												
26029	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50194	73.31004	60	2506			3.44	5	4												
26030	2439	2004	12	26		MALDIVES		VILUFUSHI, THAA	2.50247	73.30857	60	2506			3.59	163	4												
26031	2439	2004	12	26		MALDIVES		MADIFUSHI, THAA	2.35708	73.35457	60	2502			2.1	140	4												
26032	2439	2004	12	26		MALDIVES		MADIFUSHI, THAA	2.3575	73.35568	60	2502			2.35	40	4												
26033	2439	2004	12	26		MALDIVES		MADIFUSHI, THAA	2.35777	73.35563	60	2502			2.76	56	4												
26171	2439	2004	12	26		INDIA	TAMIL NADU	DEVANAANPATTINAM	11.74278333	79.78861667	60	2003			8.89		5										1		
26172	2439	2004	12	26		INDIA	TAMIL NADU	DEVANAANPATTINAM	11.74215	79.78208333	60	2003				340	5												
26173	2439	2004	12	26		INDIA	TAMIL NADU	PERANGIPETTINAM	11.5164	79.76665	60	1994			3.4		5												
26174	2439	2004	12	26		INDIA	TAMIL NADU	PERANGIPETTINAM	11.51638333	79.76631667	60	1994			2.9		5												
26175	2439	2004	12	26		INDIA	TAMIL NADU	PERANGIPETTINAM	11.51608333	79.76578333	60	1994			2.8		5												
26176	2439	2004	12	26		INDIA	TAMIL NADU	PERANGIPETTINAM	11.5078	79.76653333	60	1993			2.82		5												
26177	2439	2004	12	26		INDIA	TAMIL NADU	TARANGAMBADI	11.027	79.85583333	60	1961			4.4	400	5												
26178	2439	2004	12	26		INDIA	TAMIL NADU	NAGAPATTINAM VILLAGE	10.77461667	79.8465	60	1951			4.34	800	5												
26179	2439	2004	12	26		INDIA	TAMIL NADU	NAGAPATTINAM PORT	10.76308333	79.8488	60	1950			5.16		5												
26180	2439	2004	12	26		INDIA	TAMIL NADU	NAGAPATTINAM PORT	10.76308333	79.8488	60	1950			7.16		5												
