I_D	TSEVENT_ID	YEAR	MONTH	DAY	DOUBTFUL	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DISTANCE_FROM_SOURCE	TRAVEL_TIME_HOURS	TRAVEL_TIME_MINUTES	WATER_HT	HORIZONTAL_INUNDATION	TYPE_MEASUREMENT_ID	PERIOD	FIRST_MOTION	DEATHS	DEATHS_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION
9730	2439	2004	12	26		MALDIVES		LAAMU ATOLL, FONADHOO IS.	1.825	73.495	60	2490			3	50	4												
9732	2439	2004	12	26		MALDIVES		LAAMU ATOLL, GAN IS.	1.932	73.552	60	2483			2.9	30	4												
9733	2439	2004	12	26		MALDIVES		LAAMU ATOLL, GAN IS.	1.923	73.551	60	2483			2.7	80	4												
9734	2439	2004	12	26		MALDIVES		LAAMU ATOLL, GAN IS.	1.923	73.55	60	2483			2.7	10	4												
9735	2439	2004	12	26		MALDIVES		NORTH MALE ATOLL, DHIFFUSHI IS.	4.443	73.715	60	2460			3	100	4												
9736	2439	2004	12	26		MALDIVES		NORTH MALE ATOLL, DHIFFUSHI IS.	4.443	73.715	60	2460			2.6		4												
9737	2439	2004	12	26		MALDIVES		NORTH MALE ATOLL, DHIFFUSHI IS.	4.444	73.714	60	2460			2.3	70	4												
9738	2439	2004	12	26		MALDIVES		NORTH MALE ATOLL, HURAA IS.	4.333	73.599	60	2472			2.4	15	4												
9739	2439	2004	12	26		MALDIVES		NORTH MALE ATOLL, HURAA IS.	4.334	73.601	60	2472			2.2		4												
9740	2439	2004	12	26		MALDIVES		NORTH MALE ATOLL, KUDA HURAA IS.	4.327	73.597	60	2473			1.5	0	4												
9756	2439	2004	12	26		THAILAND		TRANG	7.5	99.3	60	602	3	41	.63		2		F										
9098	2439	2004	12	26		THAILAND		BAN PAK NAM PORT	9.979	98.601	60	801			1.7	0	5												
15770	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.61	95.397	60	260			11.2		5												
15771	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.556	95.236	60	258			12.3		5												
15772	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.557	95.284	60	257			12.5		5												
15773	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.564	95.235	60	259			12.6		5												
15774	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.382	95.256	60	239			12.8		5												
15775	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.633	95.4	60	263			13.3		5												
15776	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.553	95.235	60	258			13.7		5												
15777	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.397	95.253	60	241			14.2		5												
15778	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.634	95.401	60	263			14.2		5												
15779	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.443	95.241	60	246			15.5		5												
15780	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.492	95.231	60	252			15.5		5												
15781	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.443	95.241	60	246			16		5												
15782	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.429	95.243	60	245			16.5		5												
15783	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.251	95.253	60	225			16.7		5												
15784	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.442	95.24	60	246			16.9		5												
15785	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.441	95.239	60	246			17.1		5												
15786	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.486	95.228	60	251			17.5		5												
15787	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.381	95.26	60	239			17.8		5												
15788	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.427	95.235	60	245			18.2		5												
15789	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.442	95.241	60	246			18.3		5												
15790	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.442	95.241	60	246			18.4		5												
15791	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.499	95.223	60	253			18.5		5												
15792	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.476	95.237	60	250			18.9		5												
15793	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.452	95.244	60	247			19.5		5												
15794	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.42	95.248	60	243			19.5		5												
15795	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.485	95.228	60	251			19.7		5												
15796	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.201	95.284	60	219			20		5												
15797	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.558	95.235	60	259			20		5												
15798	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.472	95.238	60	249			20.2		5												
15799	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.476	95.238	60	250			20.7		5												
15800	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.2	95.284	60	219			21		5												
15801	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.316	95.238	60	233			21.2		5												
15802	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.497	95.228	60	252			21.5		5												
15803	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.428	95.24	60	245			21.5		5												
15804	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.468	95.242	60	249			21.6		5												
15805	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.499	95.226	60	253			21.7		5												
15806	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.435	95.234	60	246			21.7		5												
15807	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.631	95.397	60	262			21.8		5												
15808	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.476	95.236	60	250			22.5		5												
15809	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.432	95.235	60	245			22.6		5												
15810	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.464	95.247	60	248			23.1		5												
15811	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.314	95.241	60	232			23.5		5												
15812	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.486	95.228	60	251			23.5		5												
15813	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.465	95.242	60	248			24.1		5												
15814	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.445	95.243	60	246			24.5		5												
15815	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.46	95.246	60	248			24.8		5												
15816	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.314	95.24	60	232			25.2		5												
15817	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.283	95.247	60	229			25.5		5												
15818	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.355	95.242	60	237			25.6		5												
15820	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.436	95.235	60	246			26.3		5												
15821	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.463	95.242	60	248			26.5		5												
15822	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.5	95.227	60	253			26.8		5												
15823	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.472	95.243	60	249			27		5												
15824	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.472	95.243	60	249			27		5												
15825	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.433	95.231	60	245			27.1		5												
15826	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.43	95.233	60	245			27.6		5												
15827	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.45	95.242	60	247			27.8		5												
15828	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.461	95.245	60	248			28.2		5												
15829	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.498	95.228	60	252			29.3		5												
15830	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.354	95.243	60	237			29.6		5												
15831	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.451	95.243	60	247			29.7		5												
15832	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.46	95.246	60	248			29.8		5												
15833	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.485	95.228	60	251			30.5		5												
15834	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.496	95.229	60	252			30.6		5												
15835	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.499	95.229	60	253			34.7		5												
15836	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.456	95.246	60	247			35.7		5												
15837	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.351	95.246	60	236			40.2		5												
15838	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.429	95.234	60	245			50.6		5												
15839	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.631	95.405	60	262			2.1		5												
15840	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.562	95.344	60	256			2.9		5												
15841	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.562	95.344	60	256			3.1		5												
15842	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.558	95.321	60	256			3.4		5												
15843	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.567	95.344	60	257			3.5		5												
15844	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.567	95.343	60	257			3.6		5												
15845	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.566	95.341	60	257			3.7		5												
15846	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.562	95.326	60	257			4		5												
15847	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.557	95.32	60	256			4		5												
15848	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.59	95.392	60	258			4.1		5												
15849	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.571	95.345	60	257			4.5		5												
15850	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.59	95.392	60	258			4.5		5												
15851	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.566	95.327	60	257			4.6		5												
15852	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.566	95.327	60	257			4.6		5												
15853	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.57	95.334	60	257			4.7		5												
15854	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.565	95.33	60	257			4.9		5												
15855	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.477	95.265	60	249			4.9		5												
15856	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.565	95.312	60	257			4.9		5												
15857	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.631	95.404	60	262			5		5												
15858	2439	2004	12	26		INDONESIA	ACEH	ACEH, SUMATRA	5.572	95.344	60	257			5.1		5												
9406	2439	2004	12	26		INDONESIA	ACEH	LHOK NGA, NW. COAST OF SUMATRA	5.499	95.226	60	253			21.7		5												
9407	2439	2004	12	26		INDONESIA	ACEH	LHOK NGA, NW. COAST OF SUMATRA	5.464	95.247	60	248			23.1		5												
9408	2439	2004	12	26		INDONESIA	ACEH	LHOK NGA, NW. COAST OF SUMATRA	5.445	95.243	60	246			24.5		5												
9504	2439	2004	12	26		INDONESIA	NORTH SUMATRA	BELAWAN, SUMATRA	3.78	98.72	60	322	3	25	.47		2		F										
9505	2439	2004	12	26		INDONESIA	WEST NUSA TENGGARA	LEMBAR, LOMBOK	-8.73	116.07	60	2612	4	28	.93		2		R										
9506	2439	2004	12	26		INDONESIA	LAMPUNG	PANJANG, SE. SUMATRA	-5.51	105.35	60	1441	3	3	.65		2		R										
9507	2439	2004	12	26		INDONESIA	EAST JAVA	PRIGI, S. JAVA	-8.29	111.73	60	2184	3	31	.51		2		R										
9509	2439	2004	12	26		ANTARCTICA		SYOWA STATION (JAPAN)	-69	39.57	81	9086	12	41	.39		2		R										
26091	2439	2004	12	26		MALDIVES		DHIFFUSHI, N. MALE	4.44392	73.71365	60	2460			2.3	13	4												
26092	2439	2004	12	26		MALDIVES		HURAA, N. MALE	4.33356	73.60093	60	2472			2.34	200	4												
26093	2439	2004	12	26		MALDIVES		HURAAN. MALE	4.24918	73.53676	60	2479			3.34		4												
26390	2439	2004	12	26		INDIA	KERALA	THIRUVANANTHAPURAM, SINGARATHOP	8.5069	76.9569	60	2168					1												
26391	2439	2004	12	26		INDIA	PUDUCHERRY	KARAIKAL	10.9167	79.8333	60	1959					1			265	3						1		
26392	2439	2004	12	26		INDIA	ANDHRA PRADESH	MACHALIPATTANAM	16.1667	81.1333	60	2153					1										1		
26393	2439	2004	12	26		INDIA	ANDHRA PRADESH	ADDANKI (SINGRAIKONDA)	15.8167	79.9833	60	2225					1												
26394	2439	2004	12	26		INDIA	ANDHRA PRADESH	PRAKASHAM	15.5	80.05	60	2198					1			35	1								
26395	2439	2004	12	26		INDIA	TAMIL NADU	NAGAPATTINAM, AKKARAIPETTAI	10.7667	79.8333	60	1952					1								1		1		
26396	2439	2004	12	26		INDIA	TAMIL NADU	NAGAPATTINAM, VELANKANNI	10.7	79.8	60	1952				1000	1			2000	4						1		
26399	2439	2004	12	26		INDONESIA	ACEH	LHOKNGA, SUMATRA	5.45777	95.24513	60	248			31	1000	5								1				
9070	2439	2004	12	26		THAILAND		PHUKET	7.83	98.42	60	577	1	56	1.11		2		F										
9757	2439	2004	12	26		THAILAND		SATUN	6.65	100.02	60	592	4	16	.29		2		F										
25998	2439	2004	12	26		MADAGASCAR		FARAFANGANA	-22.81895	47.83588	60	5964			1.6	32	5												
25999	2439	2004	12	26		MADAGASCAR		FARAFANGANA	-22.80939	47.83716	60	5964			2.4	25	4												
26061	2439	2004	12	26		MALDIVES		EYDHAFUSHI, BAA	5.10145	73.07278	60	2535			2.11	171	4												
26062	2439	2004	12	26		MALDIVES		EYDHAFUSHI, BAA	5.10177	73.07245	60	2535			2	178	4												
26063	2439	2004	12	26		MALDIVES		EYDHAFUSHI, BAA	5.10248	73.07215	60	2535			2	229	4												
26064	2439	2004	12	26		MALDIVES		EYDHAFUSHI, BAA	5.10265	73.07197	60	2535			1.95	192	4												
26065	2439	2004	12	26		MALDIVES		EYDHAFUSHI, BAA	5.10302	73.07147	60	2535			1.61	175	4												
26066	2439	2004	12	26		MALDIVES		HINNAVARU, LHAVIYANI	5.49463	73.41283	60	2500			1.13	206	4												
26067	2439	2004	12	26		MALDIVES		HINNAVARU, LHAVIYANI	5.4946	73.41245	60	2500			1.3	248	4												
26068	2439	2004	12	26		MALDIVES		HINNAVARU, LHAVIYANI	5.49373	73.41225	60	2500			1.15	263	4												
26069	2439	2004	12	26		MALDIVES		HINNAVARU, LHAVIYANI	5.49297	73.4119	60	2500			1.3	309	4												
26070	2439	2004	12	26		MALDIVES		HINNAVARU, LHAVIYANI	5.49288	73.41188	60	2500			1.49	311	4								1				
26071	2439	2004	12	26		MALDIVES		HINNAVARU, LHAVIYANI	5.49272	73.41178	60	2500			1.26	322	4												
26072	2439	2004	12	26		MALDIVES		HINNAVARU, LHAVIYANI	5.49218	73.41317	60	2500			.98	174	4												
26073	2439	2004	12	26		MALDIVES		HINNAVARU, LHAVIYANI	5.49195	73.4136	60	2500			1.24	128	4												
26074	2439	2004	12	26		MALDIVES		HINNAVARU, LHAVIYANI	5.49195	73.4136	60	2500			1.04	128	4												
26075	2439	2004	12	26		MALDIVES		HULHULE, N. MALE	4.19453	73.52565	60	2480			1.22	104	4										1		
26076	2439	2004	12	26		MALDIVES		MALE, N. MALE	4.17208	73.50235	60	2483			1.15	82	4										1		
26077	2439	2004	12	26		MALDIVES		MALE, N. MALE	4.16942	73.50581	60	2482			1.45	28	4												
26078	2439	2004	12	26		MALDIVES		MALE, N. MALE	4.1697	73.51338	60	2481			2.05	20	4												
26079	2439	2004	12	26		MALDIVES		MALE, N. MALE	4.17372	73.51788	60	2481			1.15	54	4										1		
26080	2439	2004	12	26		MALDIVES		MALE, N. MALE	4.17866	73.51416	60	2481			1.25	15	4												
26081	2439	2004	12	26		MALDIVES		MALE, N. MALE	4.1802	73.50963	60	2482			1.35		4												
26376	2439	2004	12	26		INDIA	TAMIL NADU	NAGAPATTINAM	10.77	79.83	60	1952			5	1000	5												
26377	2439	2004	12	26		INDIA	TAMIL NADU	NAGAPATTINAM	10.77	79.83	60	1952			10	1000	4			6051	4								
26378	2439	2004	12	26		INDIA	TAMIL NADU	CUDDALORE	11.75	79.75	60	2007			4	250	5												
26379	2439	2004	12	26		INDIA	TAMIL NADU	CUDDALORE	11.75	79.75	60	2007			9	250	4												
26380	2439	2004	12	26		INDIA	TAMIL NADU	KALPAKKAM, KANCHEEPURAM	12.513	80.1567	60	2007			2	1000	5												
26382	2439	2004	12	26		INDIA	TAMIL NADU	CHENNAI	13.08389	80.27	60	2029			2	200	5												
26383	2439	2004	12	26		INDIA	KERALA	ALLAPUZHA	9.49	76.33	60	2264					1												
26384	2439	2004	12	26		INDIA	KERALA	ALLAPPAD	9.0833	76.4833	60	2235					1			130	3								1
26386	2439	2004	12	26		INDIA	TAMIL NADU	CUDDALORE, MELAMANAKUDI	11.75	79.75	60	2007					1			150	3				1				
26387	2439	2004	12	26		INDIA	TAMIL NADU	NAGAPATTINAM, SERUTHUR	10.674	79.851	60	1946					1			131	3								
26388	2439	2004	12	26		INDIA	KERALA	ERNAKULAM, EDAVANAKKAD	10.015	76.22	60	2292					1			5	1					350	3	50	1
26389	2439	2004	12	26		INDIA	TAMIL NADU	NAGAPATTINAM, NAGORE	10.82	79.85	60	1953					1										4		4
9375	2439	2004	12	26		SRI LANKA		ALL OF SRI LANKA			60				12.5		5			35322	4			1316.5	4	38561	4	65275	4
25992	2439	2004	12	26		MADAGASCAR		MANANJARY	-21.26137	48.34547	60	5850			2.2	43	5												
25993	2439	2004	12	26		MADAGASCAR		MANANJARY	-21.26137	48.34547	60	5850			2.4	43	5												
25994	2439	2004	12	26		MADAGASCAR		MANANJARY	-21.22907	48.35131	60	5848			2.4	21	5												
25995	2439	2004	12	26		MADAGASCAR		MANAKARA NORTH	-22.13989	48.02431	60	5917			2.3	43	5												
25996	2439	2004	12	26		MADAGASCAR		MANAKARA BE	-22.14942	48.02202	60	5918			4.2	61	5												
25997	2439	2004	12	26		MADAGASCAR		MANAKARA BE	-22.162	48.01556	60	5919			3.5	59	5												
26145	2439	2004	12	26		INDIA	ANDHRA PRADESH	PALIPAN-KOTTAPATNAM	15.43795	80.18091667	60	2183			3.14		5												
26146	2439	2004	12	26		INDIA	ANDHRA PRADESH	PALIPAN-KOTTAPATNAM	15.43538333	80.17621667	60	2183			2.93		5												
26147	2439	2004	12	26		INDIA	ANDHRA PRADESH	PALIPAN-KOTTAPATNAM	15.43305	80.17366667	60	2183			3.22		5												
26148	2439	2004	12	26		INDIA	ANDHRA PRADESH	MYPADU-NELLORE	14.50525	80.17853333	60	2123			4.53		5												
26149	2439	2004	12	26		INDIA	TAMIL NADU	PULICAT	13.41661667	80.32813333	60	2043			4.07		5												
26150	2439	2004	12	26		INDIA	TAMIL NADU	PULICAT	13.3836	80.33278333	60	2040			2.67	160	5												
26151	2439	2004	12	26		INDIA	TAMIL NADU	PULICAT	13.38303333	80.33225	60	2040			1.32		5												
26152	2439	2004	12	26		INDIA	TAMIL NADU	PULICAT	13.38261667	80.33291667	60	2040			3.44		5												
26153	2439	2004	12	26		INDIA	TAMIL NADU	CHENNAI	13.10436667	80.30988333	60	2026			5.56		5			310	3				1				
26154	2439	2004	12	26		INDIA	TAMIL NADU	CHENNAI	13.02105	80.2787	60	2024			2.69		5												
26155	2439	2004	12	26		INDIA	TAMIL NADU	PATTINAOAKKAM	13.01745	80.2771	60	2024			3.01	140	5												
26156	2439	2004	12	26		INDIA	TAMIL NADU	KOVALAM	12.79091667	80.25005	60	2014			4.34	180	5												
26157	2439	2004	12	26		INDIA	TAMIL NADU	KOVALAM	12.79091667	80.25005	60	2014			3.15		5												
26158	2439	2004	12	26		INDIA	TAMIL NADU	KOVALAM	12.78873333	80.2539	60	2014			2.71		5												
26159	2439	2004	12	26		INDIA	TAMIL NADU	KOVALAM	12.78718333	80.25343333	60	2013			3.35		5												
26160	2439	2004	12	26		INDIA	TAMIL NADU	KOVALAM	12.78338333	80.25075	60	2014			5.43		5												
26161	2439	2004	12	26		INDIA	TAMIL NADU	KALAPAKKOM	12.50663333	80.15825	60	2007			2.34		5												
26162	2439	2004	12	26		INDIA	TAMIL NADU	KALAPAKKOM	12.5063	80.16146667	60	2007			4.11		5												
26163	2439	2004	12	26		INDIA	TAMIL NADU	KALAPAKKOM	12.50545	80.16	60	2007			3.19	360	5												
26164	2439	2004	12	26		INDIA	TAMIL NADU	PERIAKALAPET	12.02846667	79.86583333	60	2010			5.57	170	5												
26165	2439	2004	12	26		INDIA	TAMIL NADU	PERIAKALAPET	12.02573333	79.8648	60	2010			2.63		5												
26166	2439	2004	12	26		INDIA	PUDUCHERRY	PUTTUPATTNAM	11.8603	79.81543333	60	2006			2.64		5												
26167	2439	2004	12	26		INDIA	TAMIL NADU	DEVANAANPATTINAM	11.74953333	79.78888333	60	2003			2.19	160	5												
9110	2439	2004	12	26		THAILAND		BAN NAM KIM	8.853	98.272	60	671			5.8	133	4												
26082	2439	2004	12	26		MALDIVES		EMBUDHU FINOTHU, S. MALE	4.1801	73.52455	60	2480			2.33		4												
26083	2439	2004	12	26		MALDIVES		EMBUDHU FINOTHU, S. MALE	4.1801	73.52455	60	2480			1.83		4												
26084	2439	2004	12	26		MALDIVES		EMBUDHU FINOTHU, S. MALE	4.1801	73.52455	60	2480			2.93		4												
26085	2439	2004	12	26		MALDIVES		FONADHOO, LAAMU	1.8324	73.50333	60	2489			3.12	130	4												
26086	2439	2004	12	26		MALDIVES		FONADHOO, LAAMU	1.8242	73.49506	60	2490			1.52	158	4												
26087	2439	2004	12	26		MALDIVES		FONADHOO, LAAMU	1.82463	73.4952	60	2490			2.13	115	4												
26088	2439	2004	12	26		MALDIVES		FONADHOO, LAAMU	1.93235	73.6	60	2477			3.28		4			4	1								
26089	2439	2004	12	26		MALDIVES		FONADHOO, LAAMU	1.92293	73.5498	60	2483			2.87	179	4												
26090	2439	2004	12	26		MALDIVES		DHIFFUSHI, N. MALE	4.44435	73.7148	60	2460			2.2	80	4												
26168	2439	2004	12	26		INDIA	TAMIL NADU	DEVANAANPATTINAM	11.74646667	79.78975	60	2003			2.95		5												
26169	2439	2004	12	26		INDIA	TAMIL NADU	DEVANAANPATTINAM	11.74595	79.78816667	60	2003			4.59		5												
26170	2439	2004	12	26		INDIA	TAMIL NADU	DEVANAANPATTINAM	11.74293333	79.78716667	60	2003			2.51		5												
19630	2439	2004	12	26		YEMEN		ALL OF YEMEN			60				6.11		5			2	1								
19631	2439	2004	12	26		SOUTH AFRICA		ALL OF SOUTH AFRICA			60						1			2	1								
19667	2439	2004	12	26		TANZANIA		MITSAMIOULI, GRANDE COMORE	-11.3898	43.28947	60	6040			2.3		5												
19668	2439	2004	12	26		TANZANIA		BANGOUA KOUNI, GRANDE COMORE	-11.36983	43.36338	60	6032			1.5		5												
19717	2439	2004	12	26		TANZANIA		NDROUDE, ILE DE LA TORTUE	-11.41733	43.41175	60	6028			.65		5												
19718	2439	2004	12	26		TANZANIA		HANTSIDZI, GRANDE COMORE	-11.43047	43.4128	60	6028			2.4		5												
19719	2439	2004	12	26		TANZANIA		BOUNI MOSQUE 1, GRANDE COMORE	-11.48882	43.39847	60	6031			6		5								1				
19720	2439	2004	12	26		TANZANIA		BOUNI MOSQUE 2, GRANDE COMORE	-11.48938	43.39917	60	6031			6.9		5												
19721	2439	2004	12	26		TANZANIA		SOUTH OF BOUNI, ROAD	-11.49425	43.39805	60	6031			6		5												
19722	2439	2004	12	26		TANZANIA		SELEYANI, GRANDE COMORE	-11.50363	43.39957	60	6031			5		5								1				
19723	2439	2004	12	26		TANZANIA		KOUHANI, GRANDE COMORE	-11.57127	43.39837	60	6033			4		5												
19724	2439	2004	12	26		TANZANIA		MTSAMDOU - HILL, GRANDE COMORE	-11.6086	43.39197	60	6035			5.6		5												
19725	2439	2004	12	26		TANZANIA		MTSAMDOU - SEAWALL, GRANDE COMORE	-11.60905	43.3917	60	6035			5.8		5												
19726	2439	2004	12	26		TANZANIA		CHOMONI, GRANDE COMORE	-11.64477	43.39508	60	6035			3.2		5												
19727	2439	2004	12	26		TANZANIA		DOMONI - SOUTH, ANJOUAN	-12.26172	44.5326	60	5930			1.7		5												
19728	2439	2004	12	26		TANZANIA		DOMONI - NORTH, ANJOUAN	-12.25923	44.53119	60	5930			1.9		5												
19729	2439	2004	12	26		TANZANIA		BAMBAO, ANJOUAN	-12.2024	44.52037	60	5930			2.5		5												
19730	2439	2004	12	26		TANZANIA		ONGONI, ANJOUAN	-12.17223	44.50653	60	5931			2.7		5												
19731	2439	2004	12	26		TANZANIA		HAJOHO, ANJOUAN	-12.1209	44.48885	60	5931			2.3		5												
19732	2439	2004	12	26		TANZANIA		BIMBINI, ANJOUAN	-12.19175	44.23317	60	5960			2.9		5												
19733	2439	2004	12	26		TANZANIA		MIRONTSI, ANJOUAN	-12.15693	44.41515	60	5940			2.1		5												
6846	2439	2004	12	26		USA	CA	SAN DIEGO, CA	32.715	-117.174	88	14715	31	25	.16		2												
6867	2439	2004	12	26		NEW ZEALAND		WHITIANGA	-36.833	-175.709	81	10092			.25		2												
26837	2439	2004	12	26		MYANMAR (BURMA)		RAKINE			60						5			21	1								
26222	2439	2004	12	26		SRI LANKA		N OF BATTICALOA	7.744343	81.69267	60	1643			2.7		10												
26223	2439	2004	12	26		SRI LANKA		KATTATIVU	7.68633	81.74025	60	1636			3.7		10												
26224	2439	2004	12	26		SRI LANKA		KARATIVU	7.364405	81.85432	60	1614			4.85		10												
26225	2439	2004	12	26		SRI LANKA		NINTO	7.343535	81.86083	60	1613			4.5		10												
26226	2439	2004	12	26		SRI LANKA		NALAVELI	8.706572	81.18847	60	1729			4.1	80	10												
26227	2439	2004	12	26		SRI LANKA		POTTUVIL	6.866667	81.81667	60	1604			6		5												
26228	2439	2004	12	26		SRI LANKA		POTTUVIL	6.866667	81.81667	60	1604			6.1		10												
26229	2439	2004	12	26		SRI LANKA		IBRAL NAGAR NALALEVI	8.660616	81.21794	60	1724			4.65		10												
26230	2439	2004	12	26		SRI LANKA		IBRAL NAGAR NALALEVI	8.660272	81.21918	60	1724			4.5		10												
26231	2439	2004	12	26		SRI LANKA		IBRAL NAGAR NALALEVI	8.661204	81.21674	60	1724			4.45		10												
26232	2439	2004	12	26		SRI LANKA		IBRAL NAGAR NALALEVI	8.661829	81.2165	60	1724			3.8		10												
